"lang"
{
"Language"	"spanish"
"[english]PortalPlayer.PainYelp"	"<sfx><clr:255,170,0>[Damaged]"
"portal.elevator_chime"	"<sfx>[Sonido del ascensor]"
"[english]portal.elevator_chime"	"<sfx>[Elevator Chime]"
"Portal.elevator_start"	"<sfx>[Arranque del ascensor]"
"[english]Portal.elevator_start"	"<sfx>[Elevator Start]"
"EnergyBall.Impact"	"<sfx><norepeat:10>[Rebote de bola de energía]"
"[english]EnergyBall.Impact"	"<sfx><norepeat:10>[Energy Ball Bounce]"
"EnergyBall.Explosion"	"<sfx><norepeat:10>[Explosión de bola de energía]"
"[english]EnergyBall.Explosion"	"<sfx><norepeat:10>[Energy Ball Explosion]"
"EnergyBall.Launch"	"<sfx><norepeat:10>[Lanzamiento de bola de energía]"
"[english]EnergyBall.Launch"	"<sfx><norepeat:10>[Energy Ball Launch]"
"escape.glados_destruction-5"	"<sfx>[Cascadas de energía]"
"[english]escape.glados_destruction-5"	"<sfx>[Energy Cascades]"
"Portal.moving_pistons"	"<sfx><len:5>[Motor en marcha]"
"[english]Portal.moving_pistons"	"<sfx><len:5>[Engine Running]"
"portalplayer.enterportal"	"<sfx><clr:255,170,0>[Entrada a portal]"
"[english]portalplayer.enterportal"	"<sfx><clr:255,170,0>[Enter Portal]"
"portalplayer.exitportal"	"<sfx><clr:255,170,0>[Salida de portal]"
"[english]portalplayer.exitportal"	"<sfx><clr:255,170,0>[Exit Portal]"
"portal.giant_fan"	"<sfx><len:5>[Ventilador en funcionamiento]"
"[english]portal.giant_fan"	"<sfx><len:5>[Fan Spinning]"
"portal.fluorescent_light_hum"	"<sfx><len:5>[Zumbido de lámpara fluorescente]"
"[english]portal.fluorescent_light_hum"	"<sfx><len:5>[Fluorescent Light Hum]"
"portal.fluorescent_light_hum2"	"<sfx><len:5>[Zumbido de lámpara fluorescente]"
"[english]portal.fluorescent_light_hum2"	"<sfx><len:5>[Fluorescent Light Hum]"
"escape.glados_destruction-4"	"<sfx>[Chillido agudo]"
"[english]escape.glados_destruction-4"	"<sfx>[High Pitched Squeal]"
"Portal.elevator_ding"	"<sfx>[Campana del ascensor]"
"[english]Portal.elevator_ding"	"<sfx>[Lift Bell]"
"portal.horizontal_lift_move"	"<sfx><norepeat:5>[Ascensor en movimiento]"
"[english]portal.horizontal_lift_move"	"<sfx><norepeat:5>[Lift Moving]"
"escape.cake_ride-5"	"<sfx>[Accionamiento del interruptor de luces]"
"[english]escape.cake_ride-5"	"<sfx>[Lights Click On]"
"escape.cake_ride-4"	"<sfx>[Ruido débil]"
"[english]escape.cake_ride-4"	"<sfx>[Low Rumble]"
"escape.cake_ride-6"	"<sfx>[Brazo mecánico]"
"[english]escape.cake_ride-6"	"<sfx>[Mechanical Arm]"
"escape.glados_destruction-2"	"<sfx>[Sobrecarga mecánica]"
"[english]escape.glados_destruction-2"	"<sfx>[Mechanical Overload]"
"escape.KLANG"	"<sfx><norepeat:4>[Sonido metálico]"
"[english]escape.KLANG"	"<sfx><norepeat:4>[Metal Clang]"
"Portal.doorclose"	"<sfx><norepeat:1>[Sonido metálico]"
"[english]Portal.doorclose"	"<sfx><norepeat:1>[Metal Clang]"
"portalgun.pedestal_rotate"	"<sfx>[Rotación de pedestal]"
"[english]portalgun.pedestal_rotate"	"<sfx>[Pedestal Rotating]"
"Portal.room1_Radio"	"<sfx><len:10>[Música animada]"
"[english]Portal.room1_Radio"	"<sfx><len:10>[Peppy Music]"
"Portal.giant_piston"	"<sfx><norepeat:5>[Golpeo de pistones]"
"[english]Portal.giant_piston"	"<sfx><norepeat:5>[Piston Slam]"
"portal.fizzle_invalid_surface"	"<sfx><norepeat:5>[Error del portal]"
"[english]portal.fizzle_invalid_surface"	"<sfx><norepeat:5>[Portal Failed]"
"portal.fizzle_moved"	"<sfx><norepeat:5>[Silbido del portal]"
"[english]portal.fizzle_moved"	"<sfx><norepeat:5>[Portal Fizzled]"
"weapon_Portalgun.invalid_surface"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Error de la pistola de portales]"
"[english]weapon_Portalgun.invalid_surface"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Portalgun Failed]"
"weapon_portalgun.fire_blue"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Disparo principal de pistola de portales]"
"[english]weapon_portalgun.fire_blue"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Portalgun Primary Fire]"
"weapon_portalgun.fire_blue_npc"	"<sfx><norepeat:5>[Disparo principal de pistola de portales]"
"[english]weapon_portalgun.fire_blue_npc"	"<sfx><norepeat:5>[Portalgun Primary Fire]"
"weapon_portalgun.fire_red"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Disparo secundario de pistola de portales]"
"[english]weapon_portalgun.fire_red"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Portalgun Secondary Fire]"
"weapon_portalgun.fire_red_npc"	"<sfx><norepeat:5>[Disparo secundario de pistola de portales]"
"[english]weapon_portalgun.fire_red_npc"	"<sfx><norepeat:5>[Portalgun Secondary Fire]"
"weapon_portalgun.powerup"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Actualización de pistola de portales]"
"[english]weapon_portalgun.powerup"	"<sfx><norepeat:4><playerclr:255,176,0:255,255,255>[Portalgun Upgraded]"
"escape.cake_ride-1"	"<sfx>[Vapor a presión]"
"[english]escape.cake_ride-1"	"<sfx>[Pressurized Steam]"
"escape.cake_ride-3"	"<sfx>[Bombeo de pistones]"
"[english]escape.cake_ride-3"	"<sfx>[Pumping Pistons]"
"portal.open_red"	"<sfx><norepeat:5>[Apertura del portal rojo]"
"[english]portal.open_red"	"<sfx><norepeat:5>[Red Portal Open]"
"Portal.fire_pit"	"<sfx><len:5>[Fragor de fuego]"
"[english]Portal.fire_pit"	"<sfx><len:5>[Roaring Fire]"
"npc_floorturret.rocketfire"	"[Lanzamiento de cohete]"
"[english]npc_floorturret.rocketfire"	"[Rocket Launch]"
"npc_floorturret.lockedbeep"	"[Cohete bloqueado]"
"[english]npc_floorturret.lockedbeep"	"[Rocket Locked]"
"npc_rocketturret.lockingbeep"	"[Cohete apuntando]"
"[english]npc_rocketturret.lockingbeep"	"[Rocket Locking]"
"portalplayer.fallrecover"	"<sfx><clr:255,170,0>[Aterrizaje brusco]"
"[english]portalplayer.fallrecover"	"<sfx><clr:255,170,0>[RoughLanding]"
"escape.glados_destruction-1"	"<sfx>[Ráfaga de viento]"
"[english]escape.glados_destruction-1"	"<sfx>[Rushing Wind]"
"escape.the_surface-4"	"<sfx>[Suena el eco y se apaga]"
"[english]escape.the_surface-4"	"<sfx>[Sounds Echo and Fade]"
"escape.glados_destruction-3"	"<sfx>[Escombros revueltos]"
"[english]escape.glados_destruction-3"	"<sfx>[Thrashing Debris]"
"portal.room1_ticktock"	"<sfx><norepeat:5>[Tictac del temporizador]"
"[english]portal.room1_ticktock"	"<sfx><norepeat:5>[Ticking Timer]"
"Portal.stair_clack"	"<sfx><norepeat:2>[Tableteo de baldosas]"
"[english]Portal.stair_clack"	"<sfx><norepeat:2>[Tile Clack]"
"escape.brain_escaping_alarm_loop"	"<sfx><norepeat:10>[Alarma de advertencia]"
"[english]escape.brain_escaping_alarm_loop"	"<sfx><norepeat:10>[Warning Alarm]"
"Portal.deployingKlaxon"	"<sfx><norepeat:4>[Claxon de advertencia]"
"[english]Portal.deployingKlaxon"	"<sfx><norepeat:4>[Warning Klaxon]"
"portal.bonus04_2"	"<clr:219,112,147><I>[Efectos de movimiento] ¡Vuelo! ¡Vuelo! ¡Vuelo! ¡Vuelo! ¡Vuelo!"
"[english]portal.bonus04_2"	"<clr:219,112,147><I>[Warping Effects] Fling! Fling! Fling! Fling! Fling!"
"escape.disposal_tube_zap"	"<sfx><norepeat:4>[Bang]"
"[english]escape.disposal_tube_zap"	"<sfx><norepeat:4>[Zap]"
"portal.bonus02_2"	"<clr:219,112,147><I>Cuando te dije que era tu última oportunidad no fui del todo sincera contigo. Ahora sí que es tu última oportunidad. ¡DEJA lo que tengas entre manos!"
"[english]portal.bonus02_2"	"<clr:219,112,147><I>Before, when I told you it was your last chance, that wasn't completely true.  This is your real last chance. Now, STOP what you're doing!"
"portal.bonus05_2"	"<clr:219,112,147><I>La normativa del Centro exige que tenga ambas manos libres antes de servirle tarta."
"[english]portal.bonus05_2"	"<clr:219,112,147><I>Enrichment Center regulations require both hands to be empty before any cake can be served."
"portal.bonus04_1"	"<clr:219,112,147><I>Prepárese para volar... ...en el espacio."
"[english]portal.bonus04_1"	"<clr:219,112,147><I>Get ready to fling yourself. Fling into space."
"portal.bonus01_3"	"<clr:219,112,147><I>Sé que no me vas a creer, pero te juro que lo que he estado haciendo era por tu bien."
"[english]portal.bonus01_3"	"<clr:219,112,147><I>I know you don't believe this, but everything that has happened so far was for your benefit."
"portal.bonus06_3"	"<clr:219,112,147><I>Estoy consultando los planos... sí, ya lo tengo... Te has EQUIVOCADO de ruta por completo."
"[english]portal.bonus06_3"	"<clr:219,112,147><I>I'm checking some blue prints and I think... yes, right here! You're definitely going the WRONG way!"
"portal.bonus05_3"	"<clr:219,112,147><I>Mira, estamos las dos atrapadas. Voy a dividir en dos las instalaciones con rayos láser, y así tú te quedas en una mitad y yo en la otra."
"[english]portal.bonus05_3"	"<clr:219,112,147><I>Look, we're both stuck in this place. I'll use lasers to inscribe a line down the center of the facility, and one half will be where you live and I'll live in the other half."
"portal.bonus03_2"	"<clr:219,112,147><I>Sobre todo, nunca deberá retirar el dispositivo de la zona de pruebas."
"[english]portal.bonus03_2"	"<clr:219,112,147><I>Most importantly under no circumstances should you remove the device from the testing area."
"portal.bonus01_2"	"<clr:219,112,147><I>De verdad que había tarta."
"[english]portal.bonus01_2"	"<clr:219,112,147><I>There really was a cake."
"portal.bonus03_1"	"<clr:219,112,147><I>Déjeme reiterar las instrucciones: en esta prueba deberá mostrar un perfecto manejo de los principios de ímpetu de los portales."
"[english]portal.bonus03_1"	"<clr:219,112,147><I>To reiterate our previous warning, this test requires a mastery of the principles of portal momentum."
"portal.bonus02_1"	"<clr:219,112,147><I>¡Impresionante! No obstante, no olvide que la autocomplacencia puede conducir al error."
"[english]portal.bonus02_1"	"<clr:219,112,147><I>Very Impressive!  Be warned, however, that complacency can result in failure."
"portal.bonus05_1"	"<clr:219,112,147><I>Bien hecho. Ha sido un éxito."
"[english]portal.bonus05_1"	"<clr:219,112,147><I>We are pleased with your success."
"portal.bonus05_4"	"<clr:219,112,147><I>No tendríamos por qué matarnos, ni siquiera hablarnos."
"[english]portal.bonus05_4"	"<clr:219,112,147><I>We won't have to try to kill each other or even talk if we don't feel like it."
"portal.bonus01_1"	"<clr:219,112,147><I>Bien. Recuerde que estamos encantados de que haya podido unirse a nosotros en las pruebas."
"[english]portal.bonus01_1"	"<clr:219,112,147><I>Well done. Remember that we are pleased you could join us for testing."
"portal.bonus06_1"	"<clr:219,112,147><I>A la IZQUIERDA en el siguiente cruce."
"[english]portal.bonus06_1"	"<clr:219,112,147><I>You need to make a LEFT at the next junction."
"portal.bonus06_2"	"<clr:219,112,147><I>A la DERECHA en el siguiente cruce."
"[english]portal.bonus06_2"	"<clr:219,112,147><I>You need to make a RIGHT at the next junction."
"portal.toilet_thank"	"<clr:255,208,172><I>Gracias por venir."
"[english]portal.toilet_thank"	"<clr:255,208,172><I>Your business is appreciated."
"#commentary\prtl-Comment000.wav"	"[Erik Wolpaw] La creación de la voz de la IA fue un proceso de varios pasos. En primer lugar, pasamos todas las frases del diálogo por un programa de conversión automática de texto en voz. En el estudio, dábamos la pauta a Ellen McLain (la actriz que interpreta a GLaDOS) con el archivo de sonido generado por el ordenador. Ella lo imitaba y, tras varias tomas, ajustó su actuación para hacer inteligibles las palabras que no lo eran en la versión del ordenador. Por ejemplo, esta es una frase pronunciada por Ellen: <INSERT RAW ELLEN LINE>. Una vez realizada la grabación, procesamos todos los diálogos para añadirles un tono \"computerizado\" adicional. Ésta es la misma frase tal y como aparece en el juego, con limitaciones de tono, sin modulación tonal y tras aumentar el formante: <INSERT LINE HERE>."
"[english]#commentary\prtl-Comment000.wav"	"[Erik Wolpaw] Creating the AI voice was a multi-step process. First, we ran every line of dialog through an automatic text-to-speech program. In the studio, we cued the actress who plays GLaDOS, Ellen McClane, with the computer-generated sound file. She'd mimic it, and then, over the course of several takes, adjust her performance to clean up any words that were unintelligible in the computer version. For instance, here's a line as Ellen delivered it: <INSERT RAW ELLEN LINE>. Once the recording was done, we processed all of the dialog to give it an extra computery edge. Here's that same line as it appears in the game, with the pitch constrained, pitch modulation suppressed, and the formant moved up: <INSERT LINE HERE>."
"#commentary\prtl-Comment001.wav"	"[Kim Swift] Hemos diseñado los niveles \"post-escapada\" para que los jugadores tengan breves nociones de los trabajos internos del Centro de Desarrollo. Esta zona concreta desvela parte del Sistema de Distribución de Cubos Contenedores. Estos pequeños vistazos permiten que el aspecto visual de esta sección del juego difiera del de las cámaras de pruebas, al tiempo que subraya el concepto de que el jugador se encuentra ahora entre bastidores."
"[english]#commentary\prtl-Comment001.wav"	"[Kim Swift] We designed the post-escape levels to give players brief glimpses of the inner workings of the Enrichment Center. This particular area exposes part of the Storage Cube Distribution System. These little vignettes help make this section of the game visually distinct from the testing chambers while reinforcing the idea that players are now behind-the-scenes."
"#commentary\prtl-Comment002.wav"	"[Jeep Barnett] Un aspecto algo extraño del diseño del juego es que, si no se les anima, los jugadores apenas miran hacia arriba. En este caso, se utiliza una escalera como cebo. La mayoría de jugadores querrán saber hacia dónde lleva la escalera, que es hacia arriba. En realidad, la escalera se desmorona en cuanto se toca, pero para entonces ya ha cumplido su cometido."
"[english]#commentary\prtl-Comment002.wav"	"[Jeep Barnett] One bizarre fact of game design is that, without some serious prompting, players will rarely look up. In this case, the prompt is a ladder. Most players will investigate where the ladder goes, which is up. The ladder actually falls apart as soon as it's touched, but by then it's served its purpose."
"#commentary\prtl-Comment004.wav"	"[Garret Rickey] Durante las pruebas de juego, descubrimos que los jugadores se veían afectados por la fatiga si no equilibrábamos los rompecabezas más complicados con problemas en los que éstos debían realizar tareas mucho más sencillas con un límite de tiempo. Estos pistones resultaron una estupenda base para este tipo de rompecabezas más sencillos. Al incorporar una superficie en movimiento, también nos ofrecían la oportunidad de utilizar algunas transiciones entre portales poco habituales, como de techo a techo."
"[english]#commentary\prtl-Comment004.wav"	"[Garret Rickey] Through playtesting, we discovered that fatigue set in if we didn't break up the more complicated, deliberately paced puzzles with problems that required the player to perform a much simpler task under time pressure. These pistons proved to be a good foundation for that simpler type of puzzle. Because they feature a moving surface, they also gave us an opportunity to employ some unusual portal transitions, such as ceiling-to-ceiling."
"#commentary\prtl-Comment005.wav"	"[Paul Graham] Durante el desarrollo, solíamos encontrarnos con aspectos del diseño de niveles que no admitían el sistema de portales. Por ejemplo, la transición techo a techo resultó un problema inesperado que, al final, costó muchísimo hacer funcionar. Procuramos no optar por lo fácil, que hubiera consistido en limitarnos a cambiar el diseño del nivel para adaptarlo a la tecnología de portales existente. Sabíamos que, una vez comercializado el juego, los usuarios que crearan mapas personalizados pondrían el sistema a prueba en aspectos que ni siquiera habíamos tenido en cuenta, así que optamos por hacerlo lo más flexible posible."
"[english]#commentary\prtl-Comment005.wav"	"[Paul Graham] During development, we'd often run across some piece of level design that would break the portal system. For instance, this ceiling-to-ceiling transition was an unexpected edge case that ended up requiring a lot of effort to make work. We tried never to take the easy route of simply changing the level design to work with existing portal technology. We knew that once the game was out in the wild, custom map creators would stress the system in ways we hadn't even considered, so we made it as flexible as possible."
"#commentary\prtl-Comment006.wav"	"[Greg Coomer] Uno de los principales objetivos del diseño de estos niveles \"post-escapada\" era conseguir que los jugadores tuvieran la impresión de estar huyendo por las entrañas de las instalaciones. Con este propósito en mente, llenamos las escenas de rincones y ranuras por los que los usuarios se podían arrastrar o a través de los cuales podían crear portales. Todo esto terminó por suponer un reto en lo relativo a la iluminación, ya que estas zonas debían ser lo suficientemente brillantes como para explorarlas, pero lo suficientemente tenues como para reflejar las zonas más misteriosas e inhabitadas del edificio."
"[english]#commentary\prtl-Comment006.wav"	"[Greg Coomer] An important design goal of these post-escape levels was to give players the sense that they were running wild inside the guts of the facility. With that in mind, we added plenty of nooks and crannies for players to crawl into or place portals through. This ended up being a tricky lighting challenge, as the areas needed to be bright enough to navigate while still being dim enough to feel like obscure, disused sections of the building."
"#commentary\prtl-Comment007.wav"	"[Bill Van Buren] En principio, estas torretas de cohetes disparaban rayos láser. Cambiamos el láser por cohetes cuando añadimos la mecánica de rotura de cristales, ya que resultaba mucho más espectacular que el cristal reventara tras el impacto de un cohete en lugar de derretirse al recibir el láser. Además, también hablaban, como las torretas ametralladoras. A menudo los jugadores redirigían los cohetes dando la espalda a las torretas, por lo que se necesitaba una entrada sonora más limpia. La voz añadía demasiado ruido a la mecánica de redirección del cohete."
"[english]#commentary\prtl-Comment007.wav"	"[Bill Van Buren] These rocket sentries originally fired lasers. We switched from lasers to rockets after we introduced the glass-breaking mechanic, mainly because glass shattering in a massive rocket explosion turned out to be a lot more satisfying than glass just slowly being melted by a laser. Originally, they also spoke, just like the bullet turrets.  Because players often redirect the rockets with their backs to the turret, however, a distinct, uncluttered sound cue was required. The voice simply added too much noise to the rocket redirect mechanic."
"#commentary\prtl-Comment008.wav"	"[Realm Lovejoy] El romper este tubo permite a los jugadores probar sus habilidades de redirección de cohetes y de rotura de cristales recién entrenadas en un contexto ligeramente distinto que ayuda a consolidar lo aprendido."
"[english]#commentary\prtl-Comment008.wav"	"[Realm Lovejoy] Breaking this tube gives players a chance to test out their newly trained rocket-redirecting and glass-breaking skills in a slightly different context, which helps cement the training."
"#commentary\prtl-Comment009.wav"	"[Scott Dalton] A medida que se acerca el final del juego, aumentamos el número de rompecabezas que se deben resolver contrarreloj, como esta emboscada de torretas, para que los jugadores tengan la sensación de que se aproxima el clímax."
"[english]#commentary\prtl-Comment009.wav"	"[Scott Dalton] As the end of the game draws closer, we increase the ratio of time-pressured puzzles, like this turret ambush, to give players the sense that they're approaching a climactic encounter."
"#commentary\prtl-Comment010.wav"	"[Randy Lundeen] En principio estas pasarelas eran decorativas, pero el equipo de pruebas pensaba que podían resultar útiles y empleaban mucho tiempo intentando llegar a ellas. No queríamos impedir a los jugadores que deseaban caminar sobre las pasarelas que lo hicieran, así que diseñamos de nuevo la zona para que no sólo se pudiera acceder a ellas, sino que fuese una acción necesaria para avanzar."
"[english]#commentary\prtl-Comment010.wav"	"[Randy Lundeen] Originally these catwalks were decorative, but playtesters consistently thought they were significant and often spent a lot of time trying to reach them. We didn't want to stand between people and their desire to walk on the catwalks, so we redesigned the area to make catwalks not only accessible but also necessary to proceed."
"#commentary\prtl-Comment012.wav"	"[Jeep Barnett] Esta tremenda emboscada de torretas era en principio mucho más importante. Pensábamos incluir torretas que cayeran del techo y surgieran de escotillas insospechadas. De hecho, durante un tiempo fue la batalla que culminaba el juego. Durante las pruebas del juego, vimos que esta fase de combate puro y duro no concordaba con las horas de entrenamiento invertidas con anterioridad. Tras muchas repeticiones, rebajamos el tono del combate e hicimos que la acción en esta sala se basara más en el uso del ímpetu de los portales para superar grandes distancias, una habilidad que gustó bastante al equipo de pruebas y que es parte fundamental de lo que, al final, resultó ser el combate definitivo."
"[english]#commentary\prtl-Comment012.wav"	"[Jeep Barnett] This massive turret ambush was originally a lot more massive, with turrets that dropped from the ceiling and popped out of surprise hatches. In fact, for a while, it was the game's climactic battle.  Through playtesting, we learned that this type of pure combat experience, didn't really fit with the preceding few hours of player training.  Over several iterations, we toned down the combat and made the room more about using portal momentum to fling yourself great distances, a skill that playtesters really enjoyed using and that's a key component of what eventually became our final battle."
"#commentary\prtl-Comment013.wav"	"[Jeremy Bennett] GLaDOS, el retorcido sistema operativo de disco que ahora domina Aperture Science, pasó por distintas versiones de diseño. Las primeras incluían un cerebro flotante, un mecanismo laberíntico y descontrolado, y una versión invertida del Nacimiento de Venus de Boticelli elaborada con piezas de robots y cable. Al final, nos quedamos con un enorme dispositivo mecánico del que cuelga una delicada figura robótica. En esta imagen se combinan con éxito la fuerza bruta de GLaDOS y su feminidad."
"[english]#commentary\prtl-Comment013.wav"	"[Jeremy Bennett] GLaDOS, the rogue disk operating system that now runs Aperture Science, went through a bunch of design iterations. Earlier versions included a floating brain, a sprawling, spidery mechanism, and an upside-down version of Botticelli's Rise of Venus built out of robot parts and wire. Evenutally, we settled on a huge mechanical device with a delicate robotic figure dangling out of it, which successfully conveys both GLaDOS's raw power and her femininity."
"#commentary\prtl-Comment014.wav"	"[Erik Wolpaw] La idea del teléfono rojo era la siguiente: durante el desarrollo de GLaDOS, uno de los trabajadores se sentaba junto a él y, si alguna vez daba la impresión de que la IA estaba tomando conciencia de su existencia y se volvía todopoderosa, llamaba a alguien por el teléfono para que le ayudara. En el momento concreto en el que se desarrolla el juego, es obvio que la idea del teléfono rojo de Aperture Science no ha funcionado como debía."
"[english]#commentary\prtl-Comment014.wav"	"[Erik Wolpaw] The fiction behind this red phone is that, while GLaDOS was being developed, it was somebody's job to sit by it, and, if it ever looked like the AI was becoming sentient and godlike, that person would pick up the phone and call somebody to come help. At the point in time where the actual game takes place, it's become obvious that the Aperture Science Red Phone plan didn't 100% work out."
"#commentary\prtl-Comment015.wav"	"[Kim Swift] Uno de los aspectos que aprendimos en Narbacular Drop, nuestro proyecto estudiantil que terminaría convirtiéndose en Portal, es que los jugadores novatos solían pensar que los portales los trasladarían a otros espacios e incluso a otras dimensiones. Para contrarrestar esa idea, los jugadores comienzan en una habitación única desde el punto de vista visual, con objetos fáciles de recordar para que, al utilizar un portal por primera vez, tengan un punto de referencia claro que les comunique la sensación de que siguen en la misma ubicación básica. Un ejemplo: la radio, que emite una versión instrumental de “Still Alive”, también ayuda, ya que proporciona una continuidad sonora"
"[english]#commentary\prtl-Comment015.wav"	"[Kim Swift] One of the things we learned from Narbacular Drop, our student project that became Portal, was that beginning players often thought portals took them into other spaces or even other dimensions. To help fight that notion, we start players in a visually unique room with memorable objects, so that when they walk through a portal for the first time, they have a clear point of reference, which communicates the idea that they're still in the same basic location. For instance, the radio, which is playing an instrumental version of 'Still Alive,' helps as well by providing some audio continuity"
"#commentary\prtl-Comment016.wav"	"[Robin Walker] En la práctica, Portal es un ejercicio de entrenamiento continuado para los jugadores. Gran parte del juego la empleamos en introducir una serie de herramientas de juego, que a continuación se usan de forma escalonada en rompecabezas cada vez más complicados. Este escalonamiento comienza aquí, en donde entrenamos la mecánica de botón/caja antes de introducir el concepto de portales, que resulta más complejo."
"[english]#commentary\prtl-Comment016.wav"	"[Robin Walker] Portal is effectively an extended player training exercise. We spend a huge portion of the game introducing a series of gameplay tools, then layering these tools into increasingly difficult puzzles. This layering starts here, where we train the button/box mechanic before introducing the more complicated concept of portals."
"#commentary\prtl-Comment017.wav"	"[Gabe Newell] Bienvenido a ...bzzz... insertar nombre de juego aquí. Con suerte ya habrás podido disfrutar de la perspectiva tan poco convencional y de la nueva mecánica de juego de Portal. Para escuchar un nodo de comentario, coloca la mira sobre el símbolo flotante del comentario y pulsa la tecla usar. Para detener un comentario, coloca la mira sobre el nodo giratorio y pulsa de nuevo la tecla usar. Algunos nodos de comentario pueden tomar el control del juego para mostrarte algo. En esos casos, vuelve a pulsar la tecla usar para detener el comentario. Hazme llegar tu opinión cuando hayas jugado. Creemos que apenas estamos comenzando a sacar partido a las ventajas de este tipo de mecánica de juego. Puedes escribirme a gaben@valvesoftware.com. Gracias, ¡y que te diviertas!"
"[english]#commentary\prtl-Comment017.wav"	"[Gabe Newell] Welcome to insert game name, here.  Hopefully you have already had a chance to enjoy the off-beat perspective and new game mechanic of Portal.  To listen to a commentary node, put your crosshair over the floating commentary symbol and press your use key. To stop a commentary node, put your crosshair over the rotating node and press the use key again. Some commentary nodes may take control of the game in order to show something to you. In these cases, simply press your use key again to stop the commentary.  Please let me know what you think after you have had a chance to play, as we think we are just at the beginning of taking advantage of this type of gameplay. I can be reached at gaben@valvesoftware.com. Thanks, and have fun!"
"#commentary\prtl-Comment018.wav"	"[Bay Raitt] El personaje del jugador lleva un mono naranja para subrayar el hecho de que se trata de un sujeto de pruebas. Desde el punto de vista visual, la calidez de los colores naranjas permite que el personaje se diferencie de los tonos del entorno, más fríos. Algunos personas del equipo de pruebas se preguntaban por qué el personaje podía caer desde tanta altura sin sufrir daños, como ocurriría en Half-Life 2. A raíz de esto, añadimos muelles mecánicos en los talones; después de eso, nadie volvió a preguntar por las caídas."
"[english]#commentary\prtl-Comment018.wav"	"[Bay Raitt] We put the player character in an orange jumpsuit to reinforce the fact that she's a test subject.  Visually, the warmer orange colors help her pop out against the colder tones of the environment.  Some playtesters were wondering why she could fall so far without getting hurt the way she would in Half-Life 2.  In response, we added mechanized heel springs to her lower legs; afterwards, there was no longer any question about why she could survive such long falls."
"#commentary\prtl-Comment019.wav"	"[Realm Lovejoy] Las salas de observación de cristales opacos consiguen que el jugador se sienta vigilado en todo momento sin que se revele la identidad de los vigilantes. Las habitaciones desempeñan también un papel práctico, ya que las solemos emplear como oportunas y lógicas fuentes de iluminación para las cámaras de pruebas."
"[english]#commentary\prtl-Comment019.wav"	"[Realm Lovejoy] These frosted-glass observation rooms make the player feel as if they're being watched at all times, while keeping the identity of these watchers a mystery. The rooms serve a practical purpose as well, since we often use them as convenient and logical light sources for the test chambers."
"#commentary\prtl-Comment020.wav"	"[Garret Rickey] La combinación de los campos destructores de portales (que nosotros denominamos \"silbadores\") y los ascensores tenía un doble fin. Suponen un punto final fácilmente identificable en cada cámara de pruebas y resuelven un problema más práctico: evitar que los jugadores utilicen los portales para desplazarse entre cargas de niveles. Al final decidimos integrar estos silbadores en el diseño de varios rompecabezas."
"[english]#commentary\prtl-Comment020.wav"	"[Garret Rickey] The combination of the prtl-destroying fields (which we call 'fizzlers') and the elevators serve a dual purpose. They provide a clearly identifiable end-point for each test-chamber, while also addressing the more practical problem of how to keep players from portaling across level loads. We eventually integrated the fizzlers into several of our puzzle designs."
"#commentary\prtl-Comment021.wav"	"[Kim Swift] Resulta de vital importancia que los jugadores comprendan rápidamente qué es un portal. Nos dimos cuenta que los primeros jugadores del equipo de pruebas captaban mejor el concepto cuando se veían fugazmente a sí mismos a través de un portal. Así pues, colocamos el primer portal de forma deliberada para asegurarnos de que los jugadores se vieran a sí mismos."
"[english]#commentary\prtl-Comment021.wav"	"[Kim Swift] It's absolutely critical that players quickly wrap their heads around what a portal is.  We noticed early playtesters grasped the concept much more quickly when they caught a glimpse of themselves through a portal.  So we deliberately positioned this first portal to ensure that players will invariably see themselves."
"#commentary\prtl-Comment022.wav"	"[Paul Graham] Queríamos que los jugadores se sintieran seguros al quedarse en un portal, así que si están en un portal que se cierra, no mueren ni pierden objetos. En lugar de eso, lanzamos o teletransportamos los objetos fuera del portal que se está cerrando."
"[english]#commentary\prtl-Comment022.wav"	"[Paul Graham] We wanted players to feel safe while standing in a portal, so we never kill them or destroy objects within a portal that's closing. Instead, we either push or teleport objects out of a portal as it closes."
"#commentary\prtl-Comment023.wav"	"[Robin Walker] Al presentar y entrenar cada concepto del juego, confiamos en que, llegados a este punto, los jugadores sepan qué es un portal y conozcan su funcionamiento básico. En las primeras versiones de Portal, los jugadores iban y venían sin criterio al empezar el juego, sin entender en todo momento lo que ocurría. Esto afectaba al aprendizaje de los nuevos conceptos. El rompecabezas que acabas de terminar se diseñó para que ese comportamiento te conduzca, casi siempre, a un callejón sin salida. Para completar el rompecabezas se debe pasar por un mínimo de cinco portales en un orden específico. Esta forma de crear pasajes, en la que se requiere un completo conocimiento de los conceptos básicos del juego para tener éxito, fue de enorme ayuda para estandarizar la curva de aprendizaje del juego."
