"lang"
{
"Language"	"swedish"
"[english]#commentary\com-turret.wav"	"[Aaron Nicholls] We felt that most players of Portal, ourselves included, wanted more opportunities to look behind the scenes of Aperture--and not only into deserted crawlspaces, but into the vital heart of the factory.  The turret factory was a way for us to satisfy this desire, while also answering the nagging question of where all the stuff in the facility came from.  Because we constantly allude to the turret creation process throughout the game, it is satisfying from a story standpoint, to finally stand before the machine you've been hearing about.  By showing how turrets are made, it's easy enough to extrapolate a similar creation path for all the other items that Aperture generates only to be consumed by the endless process of product testing.  We designed an entire life cycle for the poor doomed turrets, from creation, product testing, error detection, packaging, and their ultimate unpackaging prior to being recycled.  In fact, the turrets never make it to shipping.  As soon as a turret is completely finished and packed in a box, it is immediately sent to the un-boxer, where it goes on to recycling and begins its life anew.  Thus we show Aperture continually building and repurposing its items in the most inefficient way imaginable.  We never got around to building the actual unboxer, but what we pictured was that it was located immediately below the boxing machine.  And while the turrets would be reduced to their components, the boxes would be discarded and end up in a steadily growing mountain of unrecycled packing materials."
"Commentary_Title_FRANKENTURRET"	"FRANKENTURRETS-TORNEN"
"[english]Commentary_Title_FRANKENTURRET"	"FRANKENTURRETS"
"#commentary\com-frankenturret.wav"	"[Matt Charlesworth] Med Frankenturrets-tornen försökte vi ge exempel på vad Wheatley sysslat med sedan han kastade ned spelaren i underjorden. Med sin begränsade hjärnkapacitet skulle han aldrig kunna komma på så mycket, så hela idén med att använda objekt som han hade tillgång till kändes rätt. Stridstornet och kuben är de två mest utmärkande Portal-objekten och Frankenturret-tornen är inte mycket mer än en simpel kombination av de här två föremålen. Animeringen med eremitkräftan när du plockar upp kuberna var från början en nödvändighet eftersom vi ville att de ska fungera som kuber när du håller i dem. Det blev så gulligt att vi bara behövde få stridstornet att öppna ögat och skaka lite på huvudet för att spelaren ska förstå att de här föremålen är lite rubbade och inte har en aning om vilka de är och varför. Det gör också att spelaren känner större sympati för deras olyckliga situation. Vi använde en kombination av fysikknuffar i spelet och gammal Maya-animering, så kunde vi ge spelaren frihet att flytta dem vart som helst, ordna rally mellan dem eller till och med få dem att obönhörligen vandra mot sin egen undergång, in i en släckare."
"[english]#commentary\com-frankenturret.wav"	"[Matt Charlesworth] The Frankenturrets were an attempt to show one of the ways Wheatley has been spending his time since he threw the player down into the Underground. Using his limited brain, it didn't seem like he could have come up with a lot, so the idea of using objects he'd have access to seemed appropriate. The turret and the cube are the two most iconic portal objects and the frankenturret is little more than a crude combination of those two objects.  The hermit crab animation when you pick the cubes up began as a necessity because we really needed to make them act like cubes when you held them. It ended up being so cute that it became a simple job of making the turret widen its eye and shake its head a little, to convey to the player that these things were disrupted, and had no idea who or what they were anymore, and also to make the player feel sympathetic towards their plight. We used a combination of  in game physics pushes and canned Maya animation to allow the player freedom to move them wherever they wanted, line up races between them, or even set them up so they would walk, inevitably to their doom, into a fizzler."
"Commentary_Title_WHEATLEY_MODEL"	"WHEATLEY-MODELLEN"
"[english]Commentary_Title_WHEATLEY_MODEL"	"WHEATLEY MODEL"
"#commentary\com-wheatleymodel.wav"	"[Richard Lord] Wheatley-modellen utformades som en mekanisk version av den ursprungliga personlighetssfären i Portal 1. Till en början spelade den en roll lik den i Portal 1, så vi behövde en grundmodell som kunde hantera många olika uttryck. När vi experimenterade med olika konstruktioner kom vi fram till lökskalsdesignen, där ett antal sfäriska plattor kunde glida runt inuti varandra på en liten, rörlig plattform fäst på ett gyroskop. Därigenom kunde Wheatley alltid behålla sin sfäriska form, oavsett vilket uttryck han hade. Modellbyggare och animatörer hade ett nära samarbete under de tidiga testomgångarna för att vara säkra på att designen klarade av att uttrycka personlighet på alla de sätt som behövdes. Många lösningar föreslogs, t.ex. en liten, inbyggd robotarm som Wheatley skulle fälla ut och dra sig själv fram med. Vi var noga med att få mekaniken att se trovärdig ut, men blev tvungna att fuska med ögonlocket eftersom det blev fysiskt omöjligt. Det gick inte få plats med all geometri runt ögat utan den skulle sticka ut på andra sidan, men det var en så nödvändig funktion i modellen att vi tvingades trycka sönder delarna inuti ögat där spelaren inte ser det."
"[english]#commentary\com-wheatleymodel.wav"	"[Richard Lord] The Wheatley model was designed as a mechanical version of the original Portal 1 personality sphere. Originally they filled a very similar role to that in Portal 1,  so we needed one base model which could hold a lot of different expressions. Experimenting with different rigging ideas we came up with the onion skin design where a number of spherical plates could slide around inside each other all supported on a small motion platform mounted on a gyroscope. This meant that no matter what expression Wheatley was pulling, he always retained his spherical shape. The modelers and the animators collaborated closely on these early tests to make sure the design supported the range of expression needed to satisfy any personality sphere that got designed. Lots of ideas were thrown out, such as a small internal robot arm that Wheatley could pull out of one of his ports and pull himself around with. We were careful to make the mechanics look plausible, but we had to cheat the eyelids, since they ended up being a physical impossibility.  There was no way all that geometry could fit into the space around his eye without clipping out the other side, but they were such an essential feature of the model that we resorted to crushing them up inside the eye where the player can't see them."
"Commentary_Title_VACUUM"	"VAKUUMRÖREN"
"[english]Commentary_Title_VACUUM"	"VACUUM TRANSPORT"
"#commentary\com-vacuum.wav"	"[Jeremy Bennett] Vakuumrören dök upp då och då i det första Portal, men den här gången ville vi understryka att rören är Apertures huvudsakliga sätt att transportera sin utrustning inom anläggningen. Det kändes väldigt troligt att just Aperture skulle välja ett så ineffektivt och löjligt kostsamt sätt att lösa sina transportproblem på. Vi ville också att det skulle kännas mer våldsamt och fysiskt än tidigare, med föremål som konstant krockar i rören. Det skulle framgå att Aperture inte hade någon riktig kontroll över systemet, och egentligen inte riktigt brydde sig om sakerna de transporterade. Det fanns ju ändå tusentals."
"[english]#commentary\com-vacuum.wav"	"[Jeremy Bennett] Vacuum pipes cropped up occasionally in the original Portal, but this time we wanted to show that this was the main way that Aperture transported all of its supplies about the facility. It felt very true to Aperture, in that it seemed like an inefficient and ridiculously expensive solution to their transport problems. We also wanted it to feel more violent and physical than before, with objects constantly ricocheting against the sides of the pipes.  It was as if Aperture had no real control over the system, and no real care for the things they were transporting. After all, they have thousands of the things."
"Commentary_Title_ARMS"	"SOVANDE ARMAR"
"[english]Commentary_Title_ARMS"	"ARMS ASLEEP"
"#commentary\com-arms.wav"	"[Matt Wright] När spelaren först träffar på robotarmarna ville vi att det skulle synas att de fortfarande håller på att aktiveras. Tanken var att GLaDOS just har vaknat och ännu inte fått full kontroll över dem. Under de första nivåerna i den här akten återfår hon långsamt kontrollen över sig själv, och hennes förmåga att hantera och manipulera labbet ökar. Armarna innebar en hel del utmaningar, främst när det gällde interaktionen med spelaren. Spelaren fastnade lätt bakom eller innanför modellerna om vi gjorde dem alltför komplexa. Vi blev därför tvungna att begränsa armens aktivitet till väggarna och taken i testkamrarna, och använde dem överhuvudtaget enbart där vi kunde vara säkra på spelarens position."
"[english]#commentary\com-arms.wav"	"[Matt Wright] When the player first encounters the robot arms, we wanted to convey that they were still coming back online.  The idea was that GLaDOS was just waking up and hadn't yet fully regained control of them. Slowly, over the course of the first few levels of this act, she gets more sure of herself, and her ability to alter and mess with the lab increases. The arms presented a number of challenges, the key one being interaction with the player.  It was easy for the player to get stuck behind or inside of the models if they did something too complex. So we had to limit most of the arm action to the walls or ceilings of the test chambers, and we restricted their use on a larger scale to areas where we could be sure of the player's location."
"Commentary_Title_ELEVIDEO"	"VIDEOFILMERNA I HISSARNA"
"[english]Commentary_Title_ELEVIDEO"	"ELEVATING VIDEOS"
"#commentary\com-elevideo.wav"	"[Ido Magal] Eftersom vakuumrören spelar så stor roll i Portal 2 valde vi att designa de nya hissarna så att de fungerar inom vakuumsystemet. Vi gillade tanken på hur detta fick spelaren att känna sig lika betydelsefull för Aperture som godset som transporteras genom rören, och vi fick också många möjligheter att visa hur systemet kunde fela, när t.ex. ett rör blockeras eller gods faller ner på hissen. När vi började jobba med videorna var det som ett försök att visualisera delar av GLaDOS dialog, men de utvecklades till ett verktyg där vi kunde berätta mer om Apertures värld. Vi tyckte att Aperture troligen skulle ha skrutit för testdeltagarna om alla apparater som testades och vilka smarta idéer som implementerats i produkterna. Videorna fungerar också som belöning när du har klarat testkamrarna och som ett sätt att variera hissarnas utseende för att förhindra känslan av upprepning."
"[english]#commentary\com-elevideo.wav"	"[Ido Magal] With the vacuum tubes such a big part of Portal 2, we designed the new elevators to work within them. We liked the idea that this made the player feel about as important to Aperture as the cargo moving through the tube, and it also gave us plenty of opportunities to show how the system could go wrong, such as when the tube gets blocked, or when cargo rains down on the elevator. The videos began as attempts to visualize some of GLaDOS's dialogue, but evolved into a means of relaying information about the larger world of Aperture. It seemed very likely to us that Aperture would boast to the test subjects about the devices they were testing, and show them the clever ideas they had put into the products. The videos also serve as a reward for completing the test chambers, and a way to make the elevators visually different from one another to prevent repetition."
"Commentary_Title_FAITH"	"LUFTFÄRDSPLATTAN"
"[english]Commentary_Title_FAITH"	"FAITH PLATE"
"#commentary\com-faith.wav"	"[Marc Nagel] Luftfärdsplattan var ursprungligen en robotarm som vi snabbt placerade ut i banorna för att se om det var roligt. Efter ett tag blev det uppenbart att speltestarna hade svårt att se skillnad mellan luftfärdsarmen och standardarmen, och vi bytte därför till en annan design. Vi tänkte oss en enkel viktanordning, riktad så att spelaren kastas iväg. Längden skulle ge en antydan om riktningen, för att spelarna skulle få en känsla för vart de kommer att hamna innan de kliver på. Vi experimenterade med fotsteg och trampytor i designen, men det blev alldeles för krångligt så vi behöll en enkel design."
"[english]#commentary\com-faith.wav"	"[Marc Nagel] The faith plate was originally a robot arm model which we hurriedly placed into the maps to see if the gameplay was fun.  Over time it became apparent that playtesters were struggling to tell the faithplate apart from the standard arm, so we replaced it with a new design. It was meant to be a simple heavy weight which was flung upwards, propelling the player. The length is meant to imply a direction, so the player knows the intended flight path before they step onto it. We experimented with foot marks and treadplates on the design, but it quickly became confusingly busy, so we kept the design simple."
"Commentary_Title_STALEMATE"	"DÖDLÄGE"
"[english]Commentary_Title_STALEMATE"	"STALEMATE"
"#commentary\com-stalemate.wav"	"[Torsten Zabka] Knappen för att lösa dödläget var den första robotarmskonfigurationen som vi testade. Speltestarna gillade den, men det tog lång tid att hitta rätt plats för den i spelet. Det var uppenbart att den behövde försvara någonting, och ett tag vaktade den en paranoid personlighetssfär som byggt upp en enorm försvarsanläggning för att du inte skulle kunna fånga den. När tanken på knappen för att lösa dödläget dök upp, visste vi direkt att den hade hittat hem som en del av GLaDOS sista desperata försök att överleva."
"[english]#commentary\com-stalemate.wav"	"[Torsten Zabka] The stalemate resolution button is the earliest configuration of the robot arms we tried. Playtesters enjoyed it, but it took us a long time to find the right place for it in the game. It clearly needed to be defending something, and for a while it defended a paranoid personality sphere who had built a huge encampment of defenses to stop you from getting to him. When the idea for the stalemate button came up, we knew it had finally found its home as part of GLaDOS's last desperate attempt at self-preservation."
"Commentary_Title_WAKES"	"GLADOS VAKNAR"
"[english]Commentary_Title_WAKES"	"GLADOS WAKES"
"#commentary\com-wakes.wav"	"[Matthew Russell] Från början hade vi byggt GLaDOS så att hon kunde ringla ihop sig och maskera sig som en av sina ringar. Det skulle också förklara hur hon överlevde explosionen i slutet av Portal 1. Men det blev ganska odramatiskt, så vi skrotade den idén för att istället sprida ut henne över en större yta. Det gör också att hon blir lättare att känna igen när man går igenom rummet för första gången. Den nuvarande uppvakningsanimeringen är en simulerad animering kombinerad med ett ovanpåliggande lager av en handgjord animering. En tvåstegsmodell skapades för denna scen. I det första steget sattes separata delar och sammankopplade kablar ihop med hjälp av en fysisk simulering som fick bitarna att interagera med omgivningen. Fysiksimuleringar användes till att slå sönder de saker GLaDOS kraschar in i när hon vinglar runt. När GLaDOS lyfter sig upp över marken växlar vi direkt till en helt sammankopplad modell med kontroller för handgjord animation. Från och med den punkten förbättrade animatören GLaDOS uppvaknande för hand, med en koreografi som återger både det våldsamma kaos som präglar hennes uppvaknande medvetande och tyngdkänslan hos en maskin stor som ett flygplan. När handanimeringen var färdig gjordes en sista simulering för att animera kablarna och de dinglande delarna på GLaDOS kropp. Scenen gjordes väldigt snabbt inför E3-mässan och vi hann aldrig göra färdigt en traditionell riggning av sekvensen. Därför blev det också svårare när vi skulle förlänga sekvensen efter E3 och lägga till fler animationer, men vi lyckades till sist genom att påminna oss om att GLaDOS själv är långt från perfekt vid detta tillfälle. Den sista delen i sekvensen kräver att spelaren tappar kontrollen över synvinkeln genom att hållas fast av en enorm mekanisk kniparm. Efter att den kontrollerade kameran har tagit över, behövdes en noggrann synkronisering i tid och rum för att alla handanimerade modeller och kameran skulle kunna interagera med varandra. Varje steg i den här uppvakningsscenen innehåller många olika processer som är väldigt utmanande att utföra live i en spelmotor."
"[english]#commentary\com-wakes.wav"	"[Matthew Russell] Originally GLaDOS was built to curl up and disguise herself as one of her rings, potentially explaining how she had survived the explosion at the end of Portal 1.  But this wasn't a very dramatic reveal, so we threw it out in favour of spreading her out over a greater distance. This also made her more recognizable as GLaDOS when you initially crossed the room. The actual wakeup animation was a combination of simulated animation with a layer of hand keyed animation over the top.  A two-stage model was created for this scene. The first stage had separate pieces and connecting cables that would be drawn together by running a physics simulation so that the pieces would interact with the environment. Physics simulations were also used to break apart the objects GLaDOS crashes into while she writhes around.  At the point where GLaDOS rises free of contact with the ground, she switches instantaneously to a fully connected model with controls for hand-keyed animation. From this point, the animator enhanced GLaDOS' awakening by hand, choreographing the violent chaos of her re-emerging consciousness while at the same time conveying the weight of a machine the size of an airliner. Once the hand-keyed animation was done, a final simulation pass was run to animate the cables and dangling parts of GLaDOS' body. The scene was produced very rapidly for an E3 deadline, and a traditional rig for the sequence was never fully realized. This made it difficult when we extended the sequence after E3 to add further animation, but we accomplished it by bearing in mind that GLaDOS herself is pretty broken at this point.  The last part of the sequence requires the player to lose control of their view while being immobilized by a giant mechanical pincher. Once the controlled camera takes over, a careful alignment and time synchronization was required to make all the hand-animated models and camera interact with each other. Each of the stages in this wakeup scene contain a variety of processes that are very challenging to achieve live in a game engine."
"Commentary_Title_TAG"	"TAG: THE POWER OF PAINT"
"[english]Commentary_Title_TAG"	"TAG: THE POWER OF PAINT"
"#commentary\com-tag.wav"	"[Brett English] I likhet med hur det studentutvecklade spelet Narbacular Drop blev till det ursprungliga Portal, är färgmekaniken i Portal 2 hämtad från ett spel utvecklat av studenter, Tag: The Power of Paint. Repulsionsgelen i Portal 2 är modellerad efter studsfärgen i Tag, men har designats om för att passa bättre i Portal. Den ursprungliga studsfärgen lyfte alltid spelaren till en viss bestämd höjd, och aktiverades oavsett när spelaren rörde den. Vi ändrade repulsionsgelen så att den återspeglar spelarens egen hastighet, dvs. spelaren studsar alltid tillbaka till den höjd som han eller hon föll från. Det fungerar bättre i problemlösning med portaler, eftersom spelaren måste tänka på att få och bevara höjd. Vi ändrade också repulsionsgelen så att den bara aktiveras om spelaren hoppar upp från eller faller på den. Det gjorde vi eftersom spelarna ofta gick på gelen oavsiktligt och råkade studsa iväg. Det var särskilt irriterande i Portal 2 eftersom spelarna inte kan bli av med färgen när de väl klivit i den. I Tag kan ju spelarna ta bort färgen när de vill."
"[english]#commentary\com-tag.wav"	"[Brett English] Similar to the way the student game Narbacular Drop became the original Portal, the paint mechanics in Portal 2 come from a student game,  Tag: The Power of Paint.  The repulsion gel in Portal 2 is modeled after the bounce paint from Tag, but was redesigned to fit better within Portal.  The original bounce paint always bounced the player at a fixed height and activated whenever the player touched the paint.  We changed the repulsion gel to reflect the player's velocity, such that they will bounce back up to the height that they fell from.  This mechanic lends itself better to puzzles involving portals because players have to think about gaining and preserving height.  We also changed the repulsion gel to only activate if the player jumps off of, or falls on to the gel.  This was done because players would often accidently walk onto repulsion gel they didn't see and then trigger an unwanted bounce.  This was a particularly nasty problem in Portal 2 because the player couldn't get rid of paint once it was applied; whereas in Tag the player can erase paint at any time they want."
"Commentary_Title_PORTING"	"PORTALFÄRGEN"
"[english]Commentary_Title_PORTING"	"PORTING PAINT"
"#commentary\com-porting.wav"	"[Ted Rivera] När vi återanvände färgmekaniken från studentspelet Tag: The Power of Paint, i Portal 2 var vår största förändring att utelämna färgpistolen. I Tag kunde spelaren använda färgpistolen till att fritt färga omgivningen utomhus, men våra experiment visade att detta skulle bli mycket svårt att hantera utan att manipulera inomhusmiljöerna i Portal 2. Det förändrade också själva speltempot avsevärt, eftersom det blir mycket mer uppskruvat, energiskt och ofta mer osammanhängande att snabbt springa runt en bana och färglägga allting än det mer rationella spelsättet som används i övrigt i Portal. Och, kanske viktigast av allt, det finns en viss skön enkelhet i att alla element i spelet bara kan manipuleras med portalpistolen. Att lägga till en ny pistol skulle öka komplexiteten och vi hade varit tvungna att börja om från ruta ett och lära spelaren att hantera det nya verktyget, istället för att fokusera på det vapen som gett spelet dess namn. Vi bestämde oss istället för att använda den etablerade mekanismen med transportrören och låta spelarna styra färgflödet med sina portalpistoler. Det kändes som en bra kompromiss."
"[english]#commentary\com-porting.wav"	"[Ted Rivera] While re-implementing the paint mechanics from our student game, Tag: The Power of Paint, in the context of Portal 2, the biggest change we made was to exclude the paint gun. In Tag, our paint gun allowed the player to paint the environment freely in an abstract outdoor environment, but in our gameplay experiments, that was very difficult to constrain without contrivance in Portal 2's indoor spaces. It also changed the game's pacing significantly, since being able to run at high speed around a level covering everything in paint is lot more fast paced, energetic, and often scattershot than Portal's more cerebral gameplay. Perhaps most importantly, there's a certain elegance in the simplicity of manipulating all the game elements using only the portal gun. Adding a new gun would inherently add complexity and force us to start from square one training the player how to use this new tool, instead of focusing on the game's namesake. Instead, we decided to use the established mechanism of the delivery tubes and have players redirect the flow of the paint with their portal guns. This felt like a good compromise."
"Commentary_Title_FIZZLING"	"FRÄSIGA SLÄCKARE"
"[english]Commentary_Title_FIZZLING"	"FIZZLING OUT"
"#commentary\com-fizzling.wav"	"[Tejeev Kohli] Vi behövde ett pussel som skulle visa de olika effekterna som släckaren har på spelet. Den här banan var den som våra testare fastnade på upprepade gånger, och vi prövade olika saker för att göra pusslet enklare att förstå. Ursprungligen hade detta rum två släckare och var uppdelat i tre avgränsade delar. Detta visade sig vara alltför komplicerat och nästan ingen av våra speltestare kunde lösa pusslet. Vi tog bort den ena släckaren och förenklade rummets utseende, men de flesta speltestarna fastnade fortfarande. Vi upptäckte att problemet var utrymmet ovanför släckaren. Ursprungligen var det här utrymmet helt tomt, men vi förmedlade inte tydligt till spelarna att de behövde skjuta en portal ovanför släckaren. Vi försökte då sätta en glasruta med hål ovanför släckaren. Det fungerade lite bättre eftersom spelaren förstod att det fanns en anledning till att hålen fanns där, och försökte lösa pusslet genom att skjuta en portal genom hålen. Banan fungerade fortfarande inte bra i testen eftersom spelarna inte kunde lista ut på vilken sida om släckaren de skulle vara när de sköt portalerna. Vi ändrade då så att glaset bara fick ett hål och flyttade ner det till spelarens ögonhöjd. Lösningen blev giltig oavsett från vilken sida av släckaren portalen sköts. Det fungerade utmärkt vid testen och våra speltestare började klara av banan på hyfsad tid."
"[english]#commentary\com-fizzling.wav"	"[Tejeev Kohli] We needed a puzzle that would demonstrate the different effects that the fizzler has on the game. This map was consistently the one that most of our playtesters would get stuck on and we tried various things to make the puzzle easier to understand. Originally this room had 2 fizzlers in it and was divided up into three distinct areas. This proved to be too complicated and almost none of our playtesters could solve the puzzle. We removed the second fizzler and simplified the layout of the room quite a bit but most of our playtesters were still getting stuck on it. We identified the problem to be the space above the fizzler. Originally this space was completely open, but that didn’t effectively convey to the players that they needed to shoot a portal above the fizzler. We then tried putting glass with several holes in it above the fizzler. This was slightly more effective as players would know that the holes are there for a purpose and would try to solve the puzzle by shooting portals through the holes. The map was still not testing well though, as players could not figure out which side of the fizzler they needed to be on when they shot their portals. We then changed it to have only a single hole through the glass, moved down to the eye level of the player, so that shooting the portal from either side of the fizzler would be a valid solution. This change tested really well and we started seeing most of our playtesters make it through the level without getting stuck on it for a long time."
"Commentary_Title_EMANCIPATION"	"MATERIALUPPLÖSNINGSFÄLTET"
"[english]Commentary_Title_EMANCIPATION"	"EMANCIPATION GRID"
"#commentary\com-emancipation.wav"	"[Bronwen Grimes] Från början hade vi tänkt använda samma materialupplösningsfält som i Portal 1. Vi blev förvånade när spelarna i våra tidiga speltester trodde att det var första gången de stött på ett sådant fält. Spelarna går genom minst ett materialupplösningsfält på nästan varje bana. Speltestarna kunde inte heller ange fältets egenskaper. Då förstod vi att vi tydligare måste visa när interaktionen inträffade. Utmaningen blev att skapa ett fält med en tydligare effekt men som ändå inte skrämde bort spelaren genom att se så solitt eller hotfullt ut att de inte vågade gå genom det. Vi valde att behålla ett svalt färgschema och förstärkte att fältet inte var farligt genom att efterlikna vattenspeglingarna i en grund bassäng. För att visa att portaler inte kan placeras i fältet lade vi till blixtar om spelaren sköt på det. För att varna spelarna om att fältet förstör föremål som förs igenom det, lade vi till en virvelrörelse som ökar i intensitet när ett föremål är nära. Efter de förändringarna visade feedback från testarna att materialupplösningsfälten upptäcktes tidigare och att det var lättare att förstå hur de fungerade."
"[english]#commentary\com-emancipation.wav"	"[Bronwen Grimes] We originally planned to use the same emancipation grid effect we'd used in Portal 1.  We were surprised to hear during several of our early playtests that players thought this map was the first time they'd encountered one. Players walk through at least one emancipation grid in almost every map.  Playtesters also weren't able to report the grid's properties.  That indicated to us that we needed to better communicate when an interaction was occurring.  Our challenge was to create an effect that was more noticeable to players, but didn't look so solid or so threatening that players wouldn't attempt to walk through it. We chose to keep the cool color scheme, and reinforce the non-threatening nature of the field by mimicking the kind of water caustics you'd find in a shallow swimming pool.  To communicate that the grid blocks portal placement, we added flashes whenever the player shoots one.  To warn players that the grid will destroy objects brought through it, we added a vortex effect that increases in intensity as objects get near. Once these changes went in, playtest feedback demonstrated that players noticed the emancipation grids earlier and had a much better understanding of their function."
"Commentary_Title_SPEED"	"FARTFÄRGEN"
"[english]Commentary_Title_SPEED"	"SPEED PAINT"
"#commentary\com-speed.wav"	"[Bank Charnchaichujit] Framdrivningsgelen fungerade på nästan samma sätt som fartfärgen i studentspelet Tag: The Power of Paint, förutom att den är mer än dubbelt så snabb. Framdrivningsgelen blev ett bra komplement till Portals befintliga mekanik, som slungningarna, och fungerade bra ihop med repulsionsgelen för långa hopp. Vi var tvungna att minska spelarens kontroll över framdrivningsgelén för att få en känsla som passar atmosfären i Portal. Vi lade dessutom till en lätt tratteffekt för att styra in spelarna när de skjuts mot en portal."
"[english]#commentary\com-speed.wav"	"[Bank Charnchaichujit] Propulsion gel carried over almost exactly the same as the speed paint in the student game, Tag: The Power of Paint, except that it is slightly more than twice as fast. Propulsion gel combined well with the existing mechanics of Portal, such as flinging, and it also went well with the repulsion gel for long jumps. We had to tweak the player's control on propulsion gel to feel right in the Portal universe, and also added a slight funneling effect to help guide the player when they are speeding into a portal."
"Commentary_Title_CRAZYBOX"	"KUBISM"
"[english]Commentary_Title_CRAZYBOX"	"CRAZY BOX"
"#commentary\com-crazybox.wav"	"[Sergiy Migdalskiy] I studentspelet Tag: The Power of Paint går det inte att måla på andra föremål, eftersom det hade blivit för banalt i det spelet. I Portal 2 däremot blev det ett pussel i sig att flytta runt färgen, så vi började skapa pussel som gick ut på att måla föremål. Studskuber och torn var uppenbara val, och med den här nya mekanismen kunde vi arbeta också med föremål vars grundläggande rörelseegenskaper kunde förändras av spelaren."
"[english]#commentary\com-crazybox.wav"	"[Sergiy Migdalskiy] One of the things that the student game Tag: The Power of Paint didn't allow was painting of other objects, since this would have been too trivial in that game.  In Portal 2, however, moving paint around became a puzzle in and of itself, so we began to create puzzles that depended on painting objects. Bouncy boxes and turrets were an obvious choice, and adding this mechanic extended our toolbox to include objects whose basic properties of movement could be changed by the player."
"Commentary_Title_PORTALPAINT"	"PORTALFÄRGEN"
"[english]Commentary_Title_PORTALPAINT"	"PORTAL PAINT"
"#commentary\com-portalpaint.wav"	"[Vitaliy Genkin] Portalfärgen blev den sista färgen som vi lade till, och det dröjde länge innan vi var säkra på bästa sättet att använda den. Vi experimenterade med färgsprutandet och upptäckte att det var mest effektivt när färgen användes i stora mängder. En annan viktig faktor var vinkeln på flödet. Att måla med färgen i en viss vinkel gjorde att spelarna kunde leka mer fritt med den, och det gav en skön frihetskänsla att kunna bryta mot reglerna och placera portaler där de inte kunnat tidigare."
"[english]#commentary\com-portalpaint.wav"	"[Vitaliy Genkin] Portal paint was the last paint we added to the game, and for a long time we weren’t sure of the best way to use it. We experimented with the delivery method and found that it was most effective when it was deployed in large quantities.  Another important factor was the angle of application. Dropping the paint at an angle allowed the player to play more freely with the paint, which gave them the liberating feeling of breaking the rules by being able to place portals where they couldn’t before."
"Commentary_Title_arg"	"ARG"
"[english]Commentary_Title_arg"	"ARG"
"#commentary\com-arg.wav"	"[Adam Foster]"
"[english]#commentary\com-arg.wav"	"[Adam Foster]"
"Commentary_Title_ascent"	"UPPSTIGNINGEN"
"[english]Commentary_Title_ascent"	"THE ASCENT"
"#commentary\com-ascent.wav"	"[Chris Chin] Sjökartan är en total omställning när det gäller spelets estetik och skalan på omgivningarna. Du hamnar sammanpressad i den underjordiska grottan och medan du tar dig framåt banan lockas du att titta uppåt mot hisstornet, gnistrande kablar, fallande skrot och till sist testsfärerna som avtar i lodrätt riktning uppåt mot intigheten. När spelarna tittar uppåt får de en känsla för hur väldigt Aperture var före GLaDOS, och upplever visuellt vilken skrämmande klättring de måste genomföra för att ta sig tillbaka till Wheatley. De öppna ytorna uppmuntrar till att utforska omgivningen och ta en paus från testkamrarnas intensiva problemlösande."
"[english]#commentary\com-ascent.wav"	"[Chris Chin]  The lake map marks a total reset to the aesthetics and scale of the environments up to this point in the game. You come into the underground cave compressed and as you progress further into the map, your eye is drawn upwards by the elevator tower, sparking cables, falling debris, and finally the test spheres which recede vertically into nothingness. This looking upwards gives the player sense of the vastness of Aperture before GLaDOS and a visual sense of the daunting climb they will have to make to get back to Wheatley. The open areas encourage the player to explore their surroundings and take a break from the intensive puzzle solving of the test chambers."
"Commentary_Title_CO-WRITE"	"ATT SKRIVA FÖR SAMARBETSSPEL"
"[english]Commentary_Title_CO-WRITE"	"WRITING FOR CO-OP"
"#commentary\com-cowrite.wav"	"[Chet Faliszek] När vi skulle skriva GLaDOS för samarbetsspelet ställdes vi inför en del intressanta problem. I enspelarläge kan du räkna med spelarnas fulla uppmärksamhet och att de deltar i spelets viktiga moment. I samarbetsspel måste du räkna med att de två spelarna chattar om vad de nyss gjort medan GLaDOS säger något. För att motverka det bröt vi upp berättelsen i mindre delar så att spelarna inte skulle hinna bli otåliga. Vi upprepar också viktiga detaljer flera gånger så att informationen sjunker in även om spelaren missat det några gånger. Slutligen ger vi också spelarna tid att diskutera. När du dör är det t.ex. två sekunders paus så att du hinner skratta eller skrika innan GLaDOS börjar prata. Det är viktigt att det finns utrymme för spelarna att kommunicera eftersom det bästa med samarbetsspel är att upplevelsen delas."
"[english]#commentary\com-cowrite.wav"	"[Chet Faliszek] Writing GLaDOS for co-op introduces some interesting problems.  In single player you can count on players paying attention and being caught up in important moments.  In co-op, you can count on the two players chatting about what they just did as GLaDOS delivers an important line.  To help with this issue, we broke up the story beats into smaller sections so players don’t become impatient. We also repeat the points multiple times to insure the message sinks in even if you missed it a few times.  Lastly, we also give players room to talk.  For example when you die, there is a two second beat for you to laugh or yell before GLaDOS speaks.  It is important to give those places for players to speak because the best part about co-op is the shared experience."
"Commentary_Title_BONK"	"HUVUDVÄRK"
"[english]Commentary_Title_BONK"	"BONK HEADS"
