"lang"
{
"Language"	"turkish"
"[english]sphere03.sp_sabotage_factoryturretonewhere01"	"<clr:29,172,214>Wheatley: Wait, where are you going? Where are you going?"
"sphere03.sp_sabotage_factoryturretonewhere03"	"<clr:29,172,214>Wheatley: Ohhhhh, bir fikrin var mı?"
"[english]sphere03.sp_sabotage_factoryturretonewhere03"	"<clr:29,172,214>Wheatley: Ohhhhh, have you got an idea?"
"sphere03.sp_sabotage_factoryturretonewhere05"	"<clr:29,172,214>Wheatley: Tamam, peki, pekâlâ. Sadece fikrini uygula ve geri gel."
"[english]sphere03.sp_sabotage_factoryturretonewhere05"	"<clr:29,172,214>Wheatley: Okay, well, alright. Just do your idea and then come straight back."
"sphere03.sp_sabotage_factoryturretonewhere07"	"<clr:29,172,214>Wheatley: Pardon, orada neler oluyor? Biliyorsun ben hâlâ buradayım ve gerçekten kafa patlatıyorum!"
"[english]sphere03.sp_sabotage_factoryturretonewhere07"	"<clr:29,172,214>Wheatley: Sorry, what's going on over there? You know, I'm actually over here, still thinking really hard!"
"sphere03.sp_sabotage_factoryturrettwoback01"	"<clr:29,172,214>Wheatley: Ne tutuyorsun öyle?"
"[english]sphere03.sp_sabotage_factoryturrettwoback01"	"<clr:29,172,214>Wheatley: What do you have there?"
"sphere03.sp_sabotage_factoryturrettwoback08"	"<clr:29,172,214>Wheatley: Ah hayır, almışsın, almışsın! Evet! Onu oraya koy! Bakalım burası berbat taretlerden hoşlanıyor mu?"
"[english]sphere03.sp_sabotage_factoryturrettwoback08"	"<clr:29,172,214>Wheatley: Oh no, you've got it, you've got it! Yes! Put him in there! Let's see how this place likes a crap turret."
"sphere03.sp_sabotage_factoryturrettwoback10"	"<clr:29,172,214>Wheatley: Ne yapıyors..."
"[english]sphere03.sp_sabotage_factoryturrettwoback10"	"<clr:29,172,214>Wheatley: What are you..."
"sphere03.sp_sabotage_factoryturrettwoback11"	"<clr:29,172,214>Wheatley: Oh, DAHİCE! Bu dahice!"
"[english]sphere03.sp_sabotage_factoryturrettwoback11"	"<clr:29,172,214>Wheatley: Oh, BRILLIANT! That's brilliant!"
"sphere03.sp_sabotage_factoryworked02"	"<clr:29,172,214>Wheatley: İşe yaradı!"
"[english]sphere03.sp_sabotage_factoryworked02"	"<clr:29,172,214>Wheatley: It worked!"
"sphere03.sp_sabotage_jailbreak01"	"<clr:29,172,214>Wheatley: Ne? Bizi aptal falan mı sanıyor bu?"
"[english]sphere03.sp_sabotage_jailbreak01"	"<clr:29,172,214>Wheatley: Oh, what? How stupid does she think we are?"
"sphere03.sp_sabotage_jailbreak07"	"<clr:29,172,214>Wheatley: Hadi, gidelim!"
"[english]sphere03.sp_sabotage_jailbreak07"	"<clr:29,172,214>Wheatley: Come on, let's go!"
"sphere03.sp_sabotage_jailbreak_elevator01"	"<clr:29,172,214>Wheatley: Acele et! Bu taraftan!"
"[english]sphere03.sp_sabotage_jailbreak_elevator01"	"<clr:29,172,214>Wheatley: Hurry! This way!"
"sphere03.sp_sabotage_jailbreak_elevator03"	"<clr:29,172,214>Wheatley: Ahhhhhh, başardık! Kılpayı."
"[english]sphere03.sp_sabotage_jailbreak_elevator03"	"<clr:29,172,214>Wheatley: Ohhhhhh, we just made it! That was close."
"sphere03.sp_sabotage_jailbreak_elevator04"	"<clr:29,172,214>Wheatley: Bu taraftan! Bu taraftan!"
"[english]sphere03.sp_sabotage_jailbreak_elevator04"	"<clr:29,172,214>Wheatley: This way! This way!"
"sphere03.sp_sabotage_jailbreak_elevator05"	"<clr:29,172,214>Wheatley: Hadi! Buraya! Bu taraftan!"
"[english]sphere03.sp_sabotage_jailbreak_elevator05"	"<clr:29,172,214>Wheatley: Come on! Over here! This way!"
"sphere03.sp_sabotage_jailbreak_elevator06"	"<clr:29,172,214>Wheatley: ACELE ET! BU TARAFTAN!"
"[english]sphere03.sp_sabotage_jailbreak_elevator06"	"<clr:29,172,214>Wheatley: HURRY! THIS WAY!"
"sphere03.sp_sabotage_jailbreak_elevator07"	"<clr:29,172,214>Wheatley: ACELE ET! BU TARAFTAN!"
"[english]sphere03.sp_sabotage_jailbreak_elevator07"	"<clr:29,172,214>Wheatley: HURRY! THIS WAY!"
"sphere03.sp_sabotage_jailbreak_elevator09"	"<clr:29,172,214>Wheatley: Asansöre bin! Asansöre bin!"
"[english]sphere03.sp_sabotage_jailbreak_elevator09"	"<clr:29,172,214>Wheatley: Get in the lift! Get in the lift!"
"sphere03.sp_sabotage_jailbreak_elevator11"	"<clr:29,172,214>Wheatley: Başardık başardık başardık başardık..."
"[english]sphere03.sp_sabotage_jailbreak_elevator11"	"<clr:29,172,214>Wheatley: We made it we made it we made it we made it..."
"sphere03.sp_sabotage_panel_sneak01"	"<clr:29,172,214>Wheatley: Pekâlâ, şimdi. Taretlerini kullanamaz. Öyleyse şimdi gidelim ve şu sinir gazı jeneratörünün de icabına bakalım."
"[english]sphere03.sp_sabotage_panel_sneak01"	"<clr:29,172,214>Wheatley: Alright, now. She can't use her turrets. So let's go and take care of that neurotoxin generator as well."
"sphere03.sp_sabotage_panel_sneak03"	"<clr:29,172,214>Wheatley: Hey, onu görebiliyorum! Besleyici tüp şu yan odada!"
"[english]sphere03.sp_sabotage_panel_sneak03"	"<clr:29,172,214>Wheatley: Hey, I can see it! The feeder tube's just in the next room!"
"sphere03.sp_sabotage_panel_sneak04"	"<clr:29,172,214>Wheatley: Besleyici tüpü takip ederek jeneratör odasına git! Seninle orada buluşuruz."
"[english]sphere03.sp_sabotage_panel_sneak04"	"<clr:29,172,214>Wheatley: Follow the feeder tube to the generator room! I'll meet you there."
"sphere03.sp_trust_fling01"	"<clr:29,172,214>Wheatley: Hey! Hey! Yukarı bak!"
"[english]sphere03.sp_trust_fling01"	"<clr:29,172,214>Wheatley: Hey! Hey! Up here!"
"sphere03.sp_trust_fling03"	"<clr:29,172,214>Wheatley: Her neyse, bak, amacımız buradan kaçmak değil mi? Ancak bunu henüz yapamayız. Onbeş test odasından sonra beni bekle."
"[english]sphere03.sp_trust_fling03"	"<clr:29,172,214>Wheatley: Anyway, look, the point is we're gonna break out of here, alright? But we can't do it yet. Look for me fifteen chambers ahead."
"sphere03.sp_trust_fling04"	"<clr:29,172,214>Wheatley: İşte geliyor! Ona hiçbir şey farkettirme! UnutmaOnbeşTestOdası!"
"[english]sphere03.sp_trust_fling04"	"<clr:29,172,214>Wheatley: Here she comes! Just play along! RememberFifteenChambers!"
"sphere03.sp_trust_flingalt02"	"<clr:29,172,214>Wheatley: KUŞ KUŞ KUŞ KUŞ"
"[english]sphere03.sp_trust_flingalt02"	"<clr:29,172,214>Wheatley: BIRD BIRD BIRD BIRD"
"sphere03.sp_trust_flingalt07"	"<clr:29,172,214>Wheatley: Burada bazı kuş yumurtaları buldum. Tek yapman gereken onları kapı mekanizmasının içine bırakmak. Sonra hemen kapat. Ben--AHH!"
"[english]sphere03.sp_trust_flingalt07"	"<clr:29,172,214>Wheatley: I found some bird eggs up here. Just dropped 'em into the door mechanism.  Shut it right down. I--AGH!"
"sphere03.sp_trust_flingalt08"	"<clr:29,172,214>Wheatley: [nefes nefese] Peki. Sanırım bu o kuş değil mi? Şu yumurtlayan yani! Çok öfkeli!"
"[english]sphere03.sp_trust_flingalt08"	"<clr:29,172,214>Wheatley: [out of breath] Okay. That's probably the bird, isn't it? That laid the eggs! Livid!"
"sphere03.sphere_flashlight_tour07"	"<clr:29,172,214>Wheatley: Ooh. Burası biraz karanlık, değil mi?"
"[english]sphere03.sphere_flashlight_tour07"	"<clr:29,172,214>Wheatley: Ooh. It's dark down here isn't it?"
"sphere03.sphere_flashlight_tour08"	"<clr:29,172,214>Wheatley: Burası taret üretim kanadı. Buradan hemen sonra da sinir gazı üretim tesisi var. İkisini de kapatmanın bir yolunu bulursak onu güçsüz bırakacağız ki bu, tam da bizim istediğimiz şey."
"[english]sphere03.sphere_flashlight_tour08"	"<clr:29,172,214>Wheatley: This is the turret manufacturing wing. Just past this is the neurotoxin production facility. We find a way to take them both offline, and she’ll be helpless. Which is ideal."
"sphere03.sphere_flashlight_tour09"	"<clr:29,172,214>Wheatley: Doğru yoldan gittiğimize oldukça eminim. Oldukça eminim."
"[english]sphere03.sphere_flashlight_tour09"	"<clr:29,172,214>Wheatley: I'm pretty sure we're going the right way. Pretty sure."
"sphere03.sphere_flashlight_tour10"	"<clr:29,172,214>Wheatley: Taret fabrikası bu tarafta olmalı sanırım."
"[english]sphere03.sphere_flashlight_tour10"	"<clr:29,172,214>Wheatley: The turret factory should be this way I think."
"sphere03.sphere_flashlight_tour11"	"<clr:29,172,214>Wheatley: Şimdi dikkatli ol."
"[english]sphere03.sphere_flashlight_tour11"	"<clr:29,172,214>Wheatley: Oh, careful now."
"sphere03.sphere_flashlight_tour12"	"<clr:29,172,214>Wheatley: Karşıya atlamaya çalış."
"[english]sphere03.sphere_flashlight_tour12"	"<clr:29,172,214>Wheatley: Try to jump across."
"sphere03.sphere_flashlight_tour13"	"<clr:29,172,214>Wheatley: İYİ misin?"
"[english]sphere03.sphere_flashlight_tour13"	"<clr:29,172,214>Wheatley: Are you OK?"
"sphere03.sphere_flashlight_tour14"	"<clr:29,172,214>Wheatley: Orada hayatta mısın?"
"[english]sphere03.sphere_flashlight_tour14"	"<clr:29,172,214>Wheatley: Are you alive down there?"
"sphere03.sphere_flashlight_tour15"	"<clr:29,172,214>Wheatley: Eğer yaşıyorsan bir şeyler söyleyebilir misin? Biraz zıpla da İYİ olduğunu bileyim?"
"[english]sphere03.sphere_flashlight_tour15"	"<clr:29,172,214>Wheatley: If you are alive, can you say something. Jump around so I know you are OK?"
"sphere03.sphere_flashlight_tour16"	"<clr:29,172,214>Wheatley: İşte böyle! Endişelenmeye başlamıştım."
"[english]sphere03.sphere_flashlight_tour16"	"<clr:29,172,214>Wheatley: There you are!  I was starting to get worried."
"sphere03.sphere_flashlight_tour17"	"<clr:29,172,214>Wheatley: Bunu tekrar deneyelim. Mekanizma boyunca ilerlemeye çalış."
"[english]sphere03.sphere_flashlight_tour17"	"<clr:29,172,214>Wheatley: Let's try this again.  Try to make your way across the machinery."
"sphere03.sphere_flashlight_tour18"	"<clr:29,172,214>Wheatley: İlerlemeye devam edelim. Fabrika girişi buralarda bir yerde olmalı."
"[english]sphere03.sphere_flashlight_tour18"	"<clr:29,172,214>Wheatley: Let's keep moving. The factory entrance must be around here somewhere."
"sphere03.sphere_flashlight_tour19"	"<clr:29,172,214>Wheatley: Dikkat... Dikkat..."
"[english]sphere03.sphere_flashlight_tour19"	"<clr:29,172,214>Wheatley: Careful...  Careful..."
"sphere03.sphere_flashlight_tour20"	"<clr:29,172,214>Wheatley: Bekle. Dikkat. İzin ver de atlayacağın yeri aydınlatayım."
"[english]sphere03.sphere_flashlight_tour20"	"<clr:29,172,214>Wheatley: Wait. Careful. Let me light this jump for you"
"sphere03.sphere_flashlight_tour22"	"<clr:29,172,214>Wheatley: Tamam, bu taraftan."
"[english]sphere03.sphere_flashlight_tour22"	"<clr:29,172,214>Wheatley: Okay, this way"
"sphere03.sphere_flashlight_tour23"	"<clr:29,172,214>Wheatley: Hayır, hayır, bu taraftan olduğuna eminim. Bu taraftan olduğuna kesinlikle eminim."
"[english]sphere03.sphere_flashlight_tour23"	"<clr:29,172,214>Wheatley: No, no, I'm sure it's this way. I'm definitely sure it's this way."
"sphere03.sphere_flashlight_tour24"	"<clr:29,172,214>Wheatley: Hmm. Bu taraftan gitmeyi deneyelim."
"[english]sphere03.sphere_flashlight_tour24"	"<clr:29,172,214>Wheatley: Hm.  Let's try this way."
"sphere03.sphere_flashlight_tour25"	"<clr:29,172,214>Wheatley: Bunu duyuyor musun? Çalışmaları cidden hızlandırmaya başladı."
"[english]sphere03.sphere_flashlight_tour25"	"<clr:29,172,214>Wheatley: Can you hear that? She has really kicked this place into high gear now."
"sphere03.sphere_flashlight_tour26"	"<clr:29,172,214>Wheatley: Bu tehlikeli görünüyor. Işığı sabit tutmaya çalışacağım."
"[english]sphere03.sphere_flashlight_tour26"	"<clr:29,172,214>Wheatley: This looks dangerous.  I'll hold the light steady."
"sphere03.sphere_flashlight_tour28"	"<clr:29,172,214>Wheatley: Çabuk, bu taraftan!"
"[english]sphere03.sphere_flashlight_tour28"	"<clr:29,172,214>Wheatley: Quick, this way!"
"sphere03.sphere_flashlight_tour29"	"<clr:29,172,214>Wheatley: İyi iş çıkardın!"
"[english]sphere03.sphere_flashlight_tour29"	"<clr:29,172,214>Wheatley: Nicely Done!"
"sphere03.sphere_flashlight_tour30"	"<clr:29,172,214>Wheatley: Tamam, bekle, bırak da yolu senin için aydınlatayım."
"[english]sphere03.sphere_flashlight_tour30"	"<clr:29,172,214>Wheatley: Okay, wait, let me light this path for you."
"sphere03.sphere_flashlight_tour32"	"<clr:29,172,214>Wheatley: Hayır hayır hayır, o taraftan değil!"
"[english]sphere03.sphere_flashlight_tour32"	"<clr:29,172,214>Wheatley: No no no, not that way!"
"sphere03.sphere_flashlight_tour33"	"<clr:29,172,214>Wheatley: Burada bir süreliğine ayrılmak zorundayız. Şu geçide bir portal aç ve diğer tarafta buluşalım."
"[english]sphere03.sphere_flashlight_tour33"	"<clr:29,172,214>Wheatley: We have to split up here for a moment.  Portal up to that passage and I'll see you on the other side."
"sphere03.sphere_flashlight_tour35"	"<clr:29,172,214>Wheatley: Seni bu odadan çıkarmak zorundayız!"
"[english]sphere03.sphere_flashlight_tour35"	"<clr:29,172,214>Wheatley: We have to get you out of that room!"
"sphere03.sphere_flashlight_tour36"	"<clr:29,172,214>Wheatley: Arkadaki şu duvara ulaşabilir misin?"
"[english]sphere03.sphere_flashlight_tour36"	"<clr:29,172,214>Wheatley: Can you reach that wall back there?"
"sphere03.sphere_flashlight_tour37"	"<clr:29,172,214>Wheatley: Burada bir başka duvar daha var!"
"[english]sphere03.sphere_flashlight_tour37"	"<clr:29,172,214>Wheatley: There's another wall over here!"
"sphere03.sphere_flashlight_tour38"	"<clr:29,172,214>Wheatley: İşte burada, taret fabrikası girişi! Başardık."
"[english]sphere03.sphere_flashlight_tour38"	"<clr:29,172,214>Wheatley: Here it is - the turret factory entrance! We made it."
"sphere03.sphere_flashlight_tour40"	"<clr:29,172,214>Wheatley: Dikkatli ol!"
"[english]sphere03.sphere_flashlight_tour40"	"<clr:29,172,214>Wheatley: Be careful!"
"sphere03.sphere_flashlight_tour41"	"<clr:29,172,214>Wheatley: Kızınızı işyerine getirin günü. Sonu iyi bitmedi."
"[english]sphere03.sphere_flashlight_tour41"	"<clr:29,172,214>Wheatley: Bring your daughter to work day. That did not end well."
"sphere03.sphere_flashlight_tour42"	"<clr:29,172,214>Wheatley: Ve... Kırk patates pili. Utanç verici. Onların çocuk olduklarını farkettim. Yine de kolay lokma. Bu bilim sayılmaz gerçekten."
"[english]sphere03.sphere_flashlight_tour42"	"<clr:29,172,214>Wheatley: And... forty potato batteries. Embarrassing. I realize they’re children. Still: low hanging fruit. Barely science, really."
"sphere03.sphere_flashlight_tour44"	"<clr:29,172,214>Wheatley: Doğru yönde ilerlediğimizden eminim. Sadece seni rahatlatmak için..."
"[english]sphere03.sphere_flashlight_tour44"	"<clr:29,172,214>Wheatley: I'm pretty sure we're going the right way. Just to reassure you..."
"sphere03.sphere_flashlight_tour50"	"<clr:29,172,214>Wheatley: Endişelenme, seni temin ederim ki yüzde 100 bu taraf olmalı... Ah bu taraftan değil."
"[english]sphere03.sphere_flashlight_tour50"	"<clr:29,172,214>Wheatley: Don't worry I'm absolutely guaranteeing you 100 percent that it's this way... Oh it's not this way."
"sphere03.sphere_flashlight_tour52"	"<clr:29,172,214>Wheatley: Peki, bu yolu deneyelim."
"[english]sphere03.sphere_flashlight_tour52"	"<clr:29,172,214>Wheatley: Okay, let's try this way."
"sphere03.sphere_flashlight_tour55"	"<clr:29,172,214>Wheatley: Evet. Peki, geri dönmek için ben bu rayı kullanacağım."
"[english]sphere03.sphere_flashlight_tour55"	"<clr:29,172,214>Wheatley: Right. Well, I’m going to take this rail down the back way."
"sphere03.sphere_flashlight_tour56"	"<clr:29,172,214>Wheatley: Aşağıda görüşürüz. İyi şanslar!"
"[english]sphere03.sphere_flashlight_tour56"	"<clr:29,172,214>Wheatley: See you at the bottom. Good luck!"
"sphere03.sphere_flashlight_tour57"	"<clr:29,172,214>Wheatley: Diyorlar ki buranın eski sahibi tamamen kafayı üşütmüş. Bütün personelini parçalamış. Bütün robotları. Hepsi robotmuş. Diyorlar ki hâlâ geceleri çığlıklarını duyabilirmişsin. Kopyalarının. Hiçbiri fonksiyonel olarak orijinallerinden ayırt edilemiyormuş. Olayı hatırlamıyorlarmış. Neden çığlık attıklarını kimse bilmiyor. Kesinlikle ürkütücü. Ama kesinlikle hiçbir mantıklı şekilde paranormal değil."
"[english]sphere03.sphere_flashlight_tour57"	"<clr:29,172,214>Wheatley: They say the old caretaker of this place went absolutely crazy. Chopped up his entire staff. Of robots. All of them robots. They say at night you can still hear the screams. Of their replicas. All of them functionally indistinguishable from the originals. No memory of the incident. Nobody knows what they’re screaming about. Absolutely terrifying. Though obviously not paranormal in any meaningful way."
"sphere03.sphere_flashlight_tour58"	"<clr:29,172,214>Wheatley: İşte ilginç bir öykü. Neredeyse aşağıdaki İmalat kısmında bir işe giriyordum. Bil bakalım ustabaşı kimi işe aldı? Sadece kendisinin kusursuz kopyasını. Torpil. Bana da kokan insanlar ile ilgili en KÖTÜ iş kaldı."
"[english]sphere03.sphere_flashlight_tour58"	"<clr:29,172,214>Wheatley: Here's an interesting story. I almost got a job down here in Manufacturing. Guess who the foreman went with? Only an exact duplicate of himself. Nepotism. Ended up giving me the WORST job, tending to all the smelly humans."
"sphere03.sphere_flashlight_tour59"	"<clr:29,172,214>Wheatley: Ben...eee... üzgünüm.. Ben kokan demezdim. Sadece insanlar derdim."
"[english]sphere03.sphere_flashlight_tour59"	"<clr:29,172,214>Wheatley: The...um... sorry.. I wouldn't say smelly. Just attending to the humans."
"sphere03.sphere_flashlight_tour60"	"<clr:29,172,214>Wheatley: Üzgünüm. Ağzımdan kaçıverdi. Biraz patavatsızcaydı. Ehem... Kokan insanlar..."
"[english]sphere03.sphere_flashlight_tour60"	"<clr:29,172,214>Wheatley: Sorry. That just slipped out. A bit insensitive. Umm... The smelly humans..."
"sphere03.sphere_flashlight_tour62"	"<clr:29,172,214>Wheatley: Ah. Sana söyleyeyim. İnsanlar. Bayılırım onlara. Onlar... harika görünüyorlar. Ve onların... halkları. Harika değil mi? Çok renkli..."
"[english]sphere03.sphere_flashlight_tour62"	"<clr:29,172,214>Wheatley: Ah. I tell ya. Humans. Love 'em. Just... The way they look is great. And their... folklore. Wonderful isn't it? Very colorful..."
"sphere03.sphere_flashlight_tour63"	"<clr:29,172,214>Wheatley: İnsanlar hakkında harika olduğunu düşündüğüm diğer bir şey daha var. Bizi siz icat ettiniz. Biz geri kalan her şeyi icat ederken size dinlenme fırsatı verme şansımızı yarattınız. Siz olmasaydınız bunların hiçbirini başaramazdık. Zarif. Bunu söylememin sakıncası yoksa."
"[english]sphere03.sphere_flashlight_tour63"	"<clr:29,172,214>Wheatley: I thought of another great thing about humans. You invented us. Giving us the opportunity to let you relax while we invented everything else. We couldn't have done any of that without you. Classy. If you don't mind me saying."
"sphere03.sphere_flashlight_tour65"	"<clr:29,172,214>Wheatley: Dahice! Başardın! İyi işti! Beni takip et, hâlâ yapacak işlerimiz var. En azından burada bize dokunamaz."
"[english]sphere03.sphere_flashlight_tour65"	"<clr:29,172,214>Wheatley: Brilliant you made it through! Well done! Follow me, we've still got work to do. At least she can't touch us back here."
"sphere03.sphere_flashlight_tour66"	"<clr:29,172,214>Wheatley: Tamam! Kımıldama!"
"[english]sphere03.sphere_flashlight_tour66"	"<clr:29,172,214>Wheatley: Okay! Don't move!"
"sphere03.sphere_flashlight_tour67"	"<clr:29,172,214>Wheatley: Tamam. Peki. Bir fikrim var. Ama oldukça tehlikeli. İşte söylüyorum..."
"[english]sphere03.sphere_flashlight_tour67"	"<clr:29,172,214>Wheatley: Okay. Allright. I have an idea. But it is bloody dangerous. Here we go..."
"sphere03.sphere_flashlight_tour68"	"<clr:29,172,214>Wheatley: Neler oluyor? Ee. Hmm.. Peki."
"[english]sphere03.sphere_flashlight_tour68"	"<clr:29,172,214>Wheatley: What's happening? Um. Hmm... Ok."
"sphere03.sphere_flashlight_tour70"	"<clr:29,172,214>Wheatley: GAAAA!"
"[english]sphere03.sphere_flashlight_tour70"	"<clr:29,172,214>Wheatley: GAAAA!"
"sphere03.sphere_flashlight_tour71"	"<clr:29,172,214>Wheatley: İşte ilginç bir öykü. Neredeyse aşağıdaki İmalat kısmında bir işe giriyordum. Bil bakalım ustabaşı kimi işe aldı? Sadece kendisinin kusursuz kopyasını. Torpil. Bana da kokan insanlar ile ilgili en KÖTÜ iş kaldı. Eee... Bunu söylediğim için üzgünüm. Ağzımdan kaçıverdi."
"[english]sphere03.sphere_flashlight_tour71"	"<clr:29,172,214>Wheatley: Here's an interesting story. I almost got a job down here in Manufacturing. Guess who the foreman went with? Only an exact duplicate of himself. Nepotism. Ended up giving me the WORST possible job: tending to all the smelly humans. The umm... Sorry about that. That just slipped out."
"sphere03.sphere_flashlight_tour72"	"<clr:29,172,214>Wheatley: Ve... Bana dediler ki eğer bu feneri açarsam ÖLÜRMÜŞÜM. Bana HER ŞEY hakkında tek söyledikleri bu. Eğer kullanmamı istemiyorlarsa neden böyle şeyleri bana verme zahmetine girmişler anlamış değilim. Bu anlamsız. Delice."
"[english]sphere03.sphere_flashlight_tour72"	"<clr:29,172,214>Wheatley: Oh for... They told me if I ever turned this flashlight on, I would DIE. They told me that about EVERYTHING.  I don't know why they even bothered to give me this stuff if they didn't want me usin' it. It's pointless. Mad."
"sphere03.stairbouncepain01"	"<clr:29,172,214>Wheatley: Ah."
"[english]sphere03.stairbouncepain01"	"<clr:29,172,214>Wheatley: Ow."
"sphere03.turnaroundnow01"	"<clr:29,172,214>Wheatley: Tamam, arkanı dönebilirsin!"
"[english]sphere03.turnaroundnow01"	"<clr:29,172,214>Wheatley: Alright, you can turn around now!"
"turret.different_turret01"	"<clr:170,240,209><low>Taret: Teşekkür ederim!"
"[english]turret.different_turret01"	"<clr:170,240,209><low>Turret: Thank you!"
"turret.different_turret02"	"<clr:170,240,209><low>Taret: Sinirlen!"
"[english]turret.different_turret02"	"<clr:170,240,209><low>Turret: Get mad!"
"turret.different_turret03"	"<clr:170,240,209><low>Taret: Limonata yapma!"
"[english]turret.different_turret03"	"<clr:170,240,209><low>Turret: Don't make lemonade!"
"turret.different_turret04"	"<clr:170,240,209><low>Taret: Prometheus, bilgi hediyesini insana verdiği için tanrılar tarafından cezalandırıldı. Dünyanın derinliklerine atıldı ve kuşlar tarafından gagalandı."
"[english]turret.different_turret04"	"<clr:170,240,209><low>Turret: Prometheus was punished by the gods for giving the gift of knowledge to man. He was cast into the bowels of the earth and pecked by birds."
"turret.different_turret05"	"<clr:170,240,209><low>Taret: Bunu hatırla!"
"[english]turret.different_turret05"	"<clr:170,240,209><low>Turret: Remember that!"
"turret.different_turret06"	"<clr:170,240,209><low>Taret: Tüm diyebileceğim bu."
"[english]turret.different_turret06"	"<clr:170,240,209><low>Turret: That's all I can say."
"turret.different_turret07"	"<clr:170,240,209><low>Taret: Sakın unutma!"
"[english]turret.different_turret07"	"<clr:170,240,209><low>Turret: Don't forget!"
"turret.different_turret08"	"<clr:170,240,209><low>Taret: Yeterli olmayacak."
"[english]turret.different_turret08"	"<clr:170,240,209><low>Turret: It won't be enough."
"turret.different_turret09"	"<clr:170,240,209><low>Taret: Cevap altımızda."
"[english]turret.different_turret09"	"<clr:170,240,209><low>Turret: The answer is beneath us."
"turret.different_turret10"	"<clr:170,240,209><low>Taret: Onun ismi Caroline."
"[english]turret.different_turret10"	"<clr:170,240,209><low>Turret: Her name is Caroline."
"turret.different_turret11"	"<clr:170,240,209><low>Taret: Ahh!"
"[english]turret.different_turret11"	"<clr:170,240,209><low>Turret: Ahh!"
"turret.finale02_turret_defect_return01"	"<clr:197,208,230><low>Kusurlu Taret: Geri geldik!"
"[english]turret.finale02_turret_defect_return01"	"<clr:197,208,230><low>Defective Turret: We're back!"
"turret.finale02_turret_defect_return02"	"<clr:197,208,230><low>Kusurlu Taret: Merhaba!"
"[english]turret.finale02_turret_defect_return02"	"<clr:197,208,230><low>Defective Turret: Hi there!"
"turret.finale02_turret_defect_return03"	"<clr:197,208,230><low>Kusurlu Taret: Tekrar geldim!"
"[english]turret.finale02_turret_defect_return03"	"<clr:197,208,230><low>Defective Turret: Back again!"
"turret.finale02_turret_defect_return04"	"<clr:197,208,230><low>Kusurlu Taret: Tekrar merhaba!"
"[english]turret.finale02_turret_defect_return04"	"<clr:197,208,230><low>Defective Turret: Hi again!"
"turret.finale02_turret_defect_return05"	"<clr:197,208,230><low>Kusurlu Taret: Oo, merhabalar yabancı!"
"[english]turret.finale02_turret_defect_return05"	"<clr:197,208,230><low>Defective Turret: Well, hello, stranger!"
"turret.finale02_turret_defect_return06"	"<clr:197,208,230><low>Kusurlu Taret: Merhaba oradaki!"
"[english]turret.finale02_turret_defect_return06"	"<clr:197,208,230><low>Defective Turret: Hello there!"
"turret.finale02_turret_defect_return07"	"<clr:197,208,230><low>Kusurlu Taret: Şimdi BİZİM sıramız."
"[english]turret.finale02_turret_defect_return07"	"<clr:197,208,230><low>Defective Turret: This time is OUR time."
"turret.finale02_turret_defect_return08"	"<clr:197,208,230><low>Kusurlu Taret: Bu sefer..."
"[english]turret.finale02_turret_defect_return08"	"<clr:197,208,230><low>Defective Turret: This time..."
"turret.finale02_turret_defect_return09"	"<clr:197,208,230><low>Kusurlu Taret: İkinci denemede şansım artar..."
"[english]turret.finale02_turret_defect_return09"	"<clr:197,208,230><low>Defective Turret: Second time's a charm..."
"turret.finale02_turret_defect_return10"	"<clr:197,208,230><low>Kusurlu Taret: Naber yabancı! Geri döndük!"
"[english]turret.finale02_turret_defect_return10"	"<clr:197,208,230><low>Defective Turret: Howdy, stranger! We're back!"
"turret.finale02_turret_defect_return11"	"<clr:197,208,230><low>Kusurlu Taret: Veeee geri döndük!"
"[english]turret.finale02_turret_defect_return11"	"<clr:197,208,230><low>Defective Turret: Annnnd we're back!"
"turret.finale02_turret_defect_return12"	"<clr:197,208,230><low>Kusurlu Taret: Merhaba!"
"[english]turret.finale02_turret_defect_return12"	"<clr:197,208,230><low>Defective Turret: Hi there!"
"turret.finale02_turret_defect_return13"	"<clr:197,208,230><low>Kusurlu Taret: Döndük, hem de her zamankinden daha ölümcül olarak!"
"[english]turret.finale02_turret_defect_return13"	"<clr:197,208,230><low>Defective Turret: Back, and deadlier than ever!"
"turret.finale02_turret_defect_return14"	"<clr:197,208,230><low>Kusurlu Taret: En son geriye kalanlarımızı gördüğünü sanmıştın di mi?"
"[english]turret.finale02_turret_defect_return14"	"<clr:197,208,230><low>Defective Turret: Thought you'd seen the last of us, didn't ya?"
"turret.finale02_turret_defect_return15"	"<clr:197,208,230><low>Kusurlu Taret: Evet."
"[english]turret.finale02_turret_defect_return15"	"<clr:197,208,230><low>Defective Turret: Yeah."
"turret.finale02_turret_defect_return16"	"<clr:197,208,230><low>Kusurlu Taret: Bir defa canımı yakarsan benim hatam. Tekrar canımı yakarsan..."
"[english]turret.finale02_turret_defect_return16"	"<clr:197,208,230><low>Defective Turret: Hurt me once, shame on me. Hurt me twice..."
"turret.finale02_turret_return_defect_fail01"	"<clr:197,208,230><low>Kusurlu Taret: Deng!"
"[english]turret.finale02_turret_return_defect_fail01"	"<clr:197,208,230><low>Defective Turret: Dang!"
"turret.finale02_turret_return_defect_fail02"	"<clr:197,208,230><low>Kusurlu Taret: Ahhh..."
