"lang"
{
"Language"	"ukrainian"
"[english]#commentary\com-eyehasit.wav"	"[Karen Prell] How do you make a giant mechanical eyeball express life and emotions, let alone give the impression that he's talking when he has no mouth? The animator's understanding of human behavior came in handy for bringing Wheatley the personality sphere to life. Talking is so much more than just moving a character's mouth. You have to use body language, head attitudes and rhythm of movement and eye focus to indicate a character's feelings and motivations. Slow, smooth head moves, a steady gaze and a relaxed eye aperture indicate that Wheatley is calm. Short, sharp head turns, rapid blinks and glancing around indicate nervousness or deceit. Add a tightly constricted eye aperture and a little shiver to show fear. Tilting the body away while keeping the eye focused on the player signals an attempt at cleverness that ultimately only fools Wheatley himself. Suspicion is communicated by squinting his eyelids and handles, which function as very expressive eyebrows and cheeks. It's also fun to remind the player that Wheatley is a machine. When hacking, his eye and body segments become perfectly centered and spin mechanically, inspired by the spinning tape reels on old Univac computers. And when he wants to look far in front, he flips his eye all the way over to the other side of his head. This animation approach combined with the writing and vocals makes Wheatley quite a unique and entertaining character--part human, part machine, all eye, and no brain."
"Commentary_Title_MASH-UP"	"ЗМІШУВАННЯ"
"[english]Commentary_Title_MASH-UP"	"MASH-UP"
"#commentary\com-mashup.wav"	"[Девід Соєр] Створивши очікування, що Вітлі планує вбити гравця, ми все одно хотіли зробити так, щоби це було несподівано. До цієї миті гравці вже звикли до щитків віри, і простий обман очікувань гравців, коли Вітлі штовхає їх убік, неочікувано вражає їх. Ми додали стрибаючий куб; гравець фокусується на ньому і на тому, як вхопити його, і зовсім не очікує наступних подій."
"[english]#commentary\com-mashup.wav"	"[David Sawyer]Having built up the expectation that Wheatley is going to kill the player, we still wanted the actual moment to be a surprise. By this point players are entirely comfortable with faith plates, and the simple subversion of expectations as Wheatley punts you sideways, is a fun and surprising moment. We added the bouncing box with the intention that players attempt to time their jump to catch the box, focusing their attention on the expected result of their jump and heightening the surprise."
"Commentary_Title_CRUSHERS"	"ПРЕСИ"
"[english]Commentary_Title_CRUSHERS"	"CRUSHERS"
"#commentary\com-crushers.wav"	"[Кайлі Джордж] У нас було кілька рівнів з пресами, які робили тестувальні приміщення більш небезпечними. Після показу цих рівнів на презентації ми отримали відгуки від багатьох глядачів, що Portal 2 стане занадто складною грою, оскільки гравцям постійно потрібно буде розраховувати час для бігу або падіння крізь портали таким чином, щоби їх не розчавили преси. Ми вирішили приберегти їх для втечі, коли Вітлі намагається затримати вас."
"[english]#commentary\com-crushers.wav"	"[Cayle George] We had a bunch of levels that used the crusher panels in ways that made the test chambers more dangerous. After showing some of these levels in press demos, we got feedback that viewers were getting the impression that Portal 2 was going to be too difficult since players would have to time events such as running or falling through a portal with not getting hit by a deadly crusher. We decided to save these for the escape, when Wheatley tries to hold you off."
"Commentary_Title_LAIR"	"ПІДГОТОВКА ДО ЛІГВА ВІТЛІ"
"[english]Commentary_Title_LAIR"	"PREPARING FOR WHEATLEY'S LAIR"
"#commentary\com-lair.wav"	"[Алізера Размпуш] Під час фінальної битви з босом виявилося, що гравці не знають, що робити далі, коли заходять до лігва Вітлі. Ми вирішили навчити гравців розбивати скляні труби з фарбою на рівень раніше. Це дало їм змогу не поспішаючи вивчити механіку до битви з Вітлі. Це також навчило гравців спрямовувати на Вітлі бомби, якими він жбурляє в них."
"[english]#commentary\com-lair.wav"	"[Alireza Razmpoosh] When playtesting the final boss battle, we found players were confused about what to do when they entered Wheatley's lair. Our solution was to train the player by having them break glass paint pipes a level earlier. This lets them learn the mechanic without any time pressure before they have to fight Wheatley. This also trains the player to redirect the bombs Wheatley throws at them."
"Commentary_Title_FATIGUE"	"ЛІФТОВА ВТОМА"
"[english]Commentary_Title_FATIGUE"	"ELEVATOR FATIGUE"
"#commentary\com-fatigue.wav"	"[Маркус Іган] Ми виявили, що гравці втомлюються від вирішення такої кількості складних тестувальних камер підряд. Тож замість звичайної поїздки ліфтом до наступної камери ми додали тривалу поїздку, під час якої гравець відпочиває та насолоджується краєвидами руйнування і жахливого стану усієї будівлі."
"[english]#commentary\com-fatigue.wav"	"[Marcus Egan] We found that playtesters were getting fatigued at solving so many complex test chambers in a row. So, instead of a routine elevator ride to the next puzzle, we added a long funnel ride with some destruction to give players a short break while reminding them of the facility's state of disrepair."
"Commentary_Title_CHEATING"	"ОБМАНЮЮЧИ ШВИДКІСТЬ СВІТЛА"
"[english]Commentary_Title_CHEATING"	"CHEATING THE SPEED OF LIGHT"
"#commentary\com-cheating.wav"	"[Філ Ко] У цій головоломці ми хотіли бути по-справжньому точними, наче науковці, і зробити затримку в 1,4 секунди, перш ніж портал з’явиться на Місяці. Але тестувальники просто стріляли в Місяць і відверталися, думаючи, що нічого не відбувається. У них не було відчуття, що вони дійсно вистрелювали портальним пристроєм у Місяць. Ми спробували і відхилили багато різних підходів, серед яких була навіть квантова заплутаність, та, зрештою, прийшли до цього рішення."
"[english]#commentary\com-cheating.wav"	"[Phil Co] We wanted to be scientifically accurate in this puzzle, figuring that there'd be a slight delay before you'd see a portal on the moon, since light takes 1.4 seconds to travel the distance. But playtesters would shoot the moon and instantly turn away, thinking nothing had happened. They didn't realize they actually had shot the moon. We tried and rejected a few different approaches to communicate the effect, including a cheat involving quantum entanglement, before settling on the current solution to this problem."
"Commentary_Title_DECAY"	"СТАН РОЗПАДУ"
"[english]Commentary_Title_DECAY"	"STATE OF DECAY"
"#commentary\com-decay.wav"	"[Келлі Торнтон] З самого початку розробки гри ми планували, що гравці розпочнуть свою подорож у руїнах тестувальних камер з Portal 1. Ми хотіли, щоби вони відчули ностальгію за пережитими під час попередньої гри емоціями. У той же час потрібно було чітко показати, що все змінилося. Не тільки у сюжетному, але й у графічному сенсі. Перед нами стояла задача створити плавний перехід від простих декорацій першої частини до більш складного, деталізованого вигляду Portal 2."
"[english]#commentary\com-decay.wav"	"[Kelly Thornton] Starting out in the ruins of the test chambers from the first Portal was our goal pretty much from Day One. We wanted to give players a sense of nostalgia for what they had played, but also make it very clear that things had changed. Not only in a fictional sense, but in a graphical one as well. We needed to bridge the gap between the first game's simpler art assets to the much more complex look of Portal 2."
"Commentary_Title_CAROUSEL"	"ПОРТАЛЬНА КАРУСЕЛЬ"
"[english]Commentary_Title_CAROUSEL"	"PORTAL CAROUSEL"
"#commentary\com-carousel.wav"	"[Алекс Влачос] У цьому приміщенні гравець мав навчитися основам порталів та як вони поєднують дві точки у просторі. Синій портал постійно рухається, а помаранчевий залишається на місці. У Portal 1 портали рухали один одного із однаковим проміжком часу. В результаті цього більшість людей просто дивилися у помаранчевий портал і чекали, доки синій займав правильну позицію. Ми відчули, що більш повчальним буде змінити це, щоби гравці самі вирішували, де саме будуть портали. В результаті цього гравці, які вже грали у попередню частину, могли швидко і вправно вирішити цю головоломку."
"[english]#commentary\com-carousel.wav"	"[Alex Vlachos] This room is meant to teach players the fundamentals of portals connecting them to two places in the world. As the blue portal moves around the world, the orange stays rooted. In the original Portal, this room had the portals moving by themselves on a timer. This led to most people simply staring through their orange portal waiting for the blue one to end up in the right place. We felt that altering this to make the players decide where the portals came out was more instructive and meant that players who already knew how to use portals could solve this puzzle both quickly and with authority."
"Commentary_Title_JAZZ"	"ЛЕГКИЙ ДЖАЗ"
"[english]Commentary_Title_JAZZ"	"SMOOTH JAZZ"
"#commentary\com-jazz.wav"	"[Майк Мораскі] Ця мапа була однією з перших старих мап Portal, яку ми підкорегували, щоби об’єднати дві гри. Жарт «м’якого джазу» — найстаріший жарт у грі. Команда виявила, що мапа сподобалася всім віковим, гендерним та культурним категоріям гравців."
"[english]#commentary\com-jazz.wav"	"[Mike Morasky] This map was one of the first of the older Portal maps that we beat up and decayed to bind the two games together. The 'smooth jazz' joke is probably the oldest one in the game. The team discovered through playtesting that smooth jazz was funny to all ages, genders and cultures."
"Commentary_Title_E3"	"ВІТЛІ НА E3"
"[english]Commentary_Title_E3"	"WHEATLEY AT E3"
"#commentary\com-e3.wav"	"[Торстен Шурманн] Ця взаємодія з Вітлі була першою, яку ми взяли з собою на E3. Вона демонструє, яким чином Вітлі пов’язаний із навколишнім світом і як гравець може взаємодіяти не тільки безпосередньо з Вітлі, але і через нього з лабораторією Aperture."
"[english]#commentary\com-e3.wav"	"[Thorsten Scheuermann] This interaction with Wheatley was the first that we hooked up for our initial showing at E3. It demonstrated how Wheatley would be an actor in the world, and how the player would not only be interacting with him directly, but also using him to interact with the Aperture facility."
"Commentary_Title_CATAPULT"	"ЗНАЙОМСТВО З КАТАПУЛЬТОЮ"
"[english]Commentary_Title_CATAPULT"	"CATAPULT INTRO"
"#commentary\com-catapult.wav"	"[Крістофер Кац] Це була перша тестувальна мапа, яку ми створили на початку наших експериментів зі щитками віри. Хоч ми і зробили багато візуальних змін, але сама головоломка — одна з небагатьох, які залишилися практично незмінними, у своїй початковій формі."
"[english]#commentary\com-catapult.wav"	"[Kristopher Katz] This was the first test map we created when we started to experiment with the Aerial Faith Plate puzzle element. The map underwent many visual refinements, but it's one of the few puzzles that remained almost completely unchanged from its first form."
"Commentary_Title_DESTRUCTION"	"ЗНАЙОМСТВО З РУЙНУВАННЯМ"
"[english]Commentary_Title_DESTRUCTION"	"INTRODUCTION DESTRUCTION"
"#commentary\com-destruction.wav"	"[Ґрей Хорсфілд] Під час створення сцени з поїздкою в контейнері і супутніми руйнуваннями ми повинні були вирішити ряд унікальних технічних завдань. Динаміка, яку ви відчуваєте, — це результат двох окремих, але вкладених моделювань. Перше — грубе масштабне моделювання для аналізу опору елементів. Воно прораховує грубий рух контейнера, а також точки зіткнення і розриву на основі даних зовнішніх обрисів об’єкта і мережі обмежень. Коли контейнер врізається і розбивається, обмеження починають ламатися і приміщення поступово руйнується. На цьому етапі більше трьохсот твердих тіл і дев’ятсот обмежень, кожне з яких має власні налаштування пружності, тертя і реакції на зіткнення. Грубе моделювання показує грубий рух, де прораховується основна динаміка поїздки, але не дрібні деталі. Потім результат грубого моделювання використовується для деформації сплайнів поверхонь, які представляють собою геометрію контейнера і створюють дрібні уламки, які є твердими тілами, що прив’язані до цих поверхонь. Зі збільшенням деформації поверхні прив’язки рвуться, і тверді тіла у вигляді дрібних уламків потрапляють в процес моделювання. Точне моделювання враховує також оточення інтер’єру і деталізацію моделей. Потім обидві симуляції з’єднуються за допомогою кешованих даних і запускаються одночасно серією скриптів. Маючи два вкладених моделювання та пов’язані з цим обчислювальні складності, нам довелося шукати шляхи вирішення деяких цікавих проблем математичного плану. Одна проблема полягала в тому, що вкладений характер моделювань не дозволяв досягти потрібної стабільності в розрахунках дрібних уламків через обчислювальні обмеження операцій з рухомою комою. Ми вирішили проблему наступним чином: для розрахунку дрібних уламків ми використовували стадію, коли кореневе перетворення грубого моделювання було фактично скасовано і відкладено для використання в подальшому. Це дозволило нам більш точно визначити взаємодію дрібних уламків з оточенням. Згодом, до результату точного моделювання були додані кореневе перетворення та інерція. Інша проблема полягала в розрахунку гравця всередині цього високодинамічного простору. Ми її вирішили, помістивши гравця у віртуальну кімнату, що повторює основні форми контейнера, але яка використовувалася тільки для обчислення переміщення гравця (ця кімната захована на мапі). Точка зору гравця потім поєднувалася з перетворенням грубого моделювання, в результаті чого виходив готовий кадр. А в кінці поїздки гравець просто переміщувався з цієї кімнати до реального ігрового простору. Моделювання були ітеративними, що дозволяло нам опрацювати динаміку паралельно з роботою над ігровим процесом. Кінцевий продукт містив понад 1200 твердих тіл, 900 обмежень і 1000 з’єднань. Якщо поєднати всі ітерації, то час виконання моделювання складе 92,4875 днів."
"[english]#commentary\com-destruction.wav"	"[Gray Horsfield] The container ride destruction sequence provided some unique technical challenges. The dynamics you experience are actually computed as two separate but nested simulations. The first is a coarse scale simulation designed as a stress element analysis pass. This pass computes the overall gross motion of the container itself, and computes the collisions and break points based on path keyframe data and a network of constraints. As the container bumps and crashes along, the constraints start breaking, and the room progressively starts to come apart. There are over three hundred rigid bodies and nine hundred constraints in this rig, all individually configured for properties like tensile, friction and collision response. The coarse simulation portrayed gross motion that captured the main dynamics of the ride, but not the fine details. The product of the coarse simulation was then used to deform spline-based surfaces representing the container geometry, which in turn were parents to fine debris as anchored rigid bodies. As the surface deformations increase, anchors are broken and the fine debris rigid bodies are released into the simulation. The fine simulation also includes the interior furniture, and the model detailing. The two simulations were then connected using cache data and were driven together by a series of scripts. Due to the computational complexities of having two nested simulations, we had to come up with some solutions to some interesting mathematical problems. One problem was that the nested nature of the simulations resulted in some instability in the fine debris calculations due to floating point computing limits. The solution employed for this was to compute the fine debris on a stage where the root transform of the coarse simulation was essentially cancelled out and stored for later use. This allowed us to more accurately detect the fine interactions between the debris and the environment. Post simulation, the root transform position and inertia were reapplied to the details. We solved the problem of trying to compute the player within this highly dynamic environment by putting them in a virtual room that has all the base shapes of the rendered container, but is simply used to compute player navigation. (It’s hidden somewhere else in the map.) The viewpoint of the player is then parented to coarse simulation transform, resulting in the final rendered frame. At the end of the ride the player is teleported into the actual game space. The simulations were iterative, enabling us to sculpt the dynamics in parallel with the gameplay design. In the final product there are over 1200 rigid bodies, 900 constraints, and 1000 joints. With all the iterations combined, the actual run time spent computing the simulation was 92.4875 days."
"Commentary_Title_REFERENCE"	"ЗРАЗКИ"
"[english]Commentary_Title_REFERENCE"	"REFERENCE MATERIALS"
"#commentary\com-reference.wav"	"[Адам Фостер] Під час розробки Portal 2 ми дослідили величезну кількість матеріалу. Надихалися фотографіями з космічних програм NASA Аполлон і Шаттл, адронного колайдера, промислових роботів, покинутих радянських космічних човнів, зарослих храмів, брюссельських станцій метро, пошарпаних американських готелів, звалищ із ракетним обладнанням, китайських жилих масивів у процесі будівництва, польських верфей, шукачів нейтрино глибоко в нікелевих шахтах, головних офісів корпорацій з різних епох, комерційних ядерних реакторів, експериментальних термоядерних реакторів, затоплених дощами сховищ книг у Детройті, своєрідних фотоапаратів, забутих космічних зондів та багато чого ще."
"[english]#commentary\com-reference.wav"	"[Adam Foster] While making Portal 2, we explored our way through vast quantities of reference material. Inspirations included photos of NASA’s Apollo and Shuttle programs, CERN’s particle accelerators both modern and obsolete, industrial robots, derelict Soviet space shuttles, overgrown temples, Brussels metro stations, seedy American motels, junkyards filled with rocketry equipment, Chinese apartment blocks under construction, Polish shipyards, neutrino detectors deep underground in nickel mines, corporate headquarters from a variety of eras, commercial nuclear reactors, experimental fusion reactors, rain-sodden book depositories in Detroit, peculiar cameras, forgotten space probes, you name it."
"Commentary_Title_MONITOR"	"РОЗТРОЩІТЬ СВІЙ ТЕЛЕВІЗОР"
"[english]Commentary_Title_MONITOR"	"KILL YOUR TELEVISION"
"#commentary\com-monitor.wav"	"[Захарій Френкс] У кожній тестувальній камері Вітлі завджи є екран, на якому можна побачити самого Вітлі. Під час розміщення екрану на цьому рівні одному із дизайнерів спало на думку, що було б смішно, якби політ від щитка віри закінчувався ударом гравця або куба об екран. Ми вважаємо, що це спрацювало досить добре, і вирішили надати можливість розбити кожний екран."
"[english]#commentary\com-monitor.wav"	"[Zachary Franks] In each of Wheatley's test chambers there is always a monitor with Wheatley on it. While placing the monitor in this level, one of our designers thought it would be funny if the monitor was the target of the faith plate and would get broken if the player or the box flew into it. We thought the gag worked well and decided to make every monitor breakable."
"Commentary_Title_NONLINEAR"	"НЕЛІНІЙНА ПРОГРЕСІЯ"
"[english]Commentary_Title_NONLINEAR"	"NONLINEAR PROGRESSION"
"#commentary\com-nonlinear.wav"	"[Ґреґ Черлін] Оригінальне приміщення було більш лінійним; це мала бути низка кімнат, через які гравець мав проходити майже всліпу — не знаючи, що його чекає далі, поки він туди не дійде. Ранні версії містили додаткову головоломку за відбиваючим кубом, але через лінійність гравці витрачали так багато часу, що вони не розуміли в кінці, які елементи важливі, які — ні. У зв’язку з цим  ми вирішили зробити його нелінійним. Щоби гравці легше зрозуміли головоломку, ми зменшили доступний простір і розмістили вихід біля входу. Це допомогло гравцям побачити куди їм потрібно йти і з якими об’єктами взаємодіяти."
"[english]#commentary\com-nonlinear.wav"	"[Greg Cherlin] The original layout of this chamber started out much more linear; essentially a sequence of rooms that the player had to progress through somewhat blindly – not knowing what the next goal might be until they got there.  Early versions contained an extra puzzle beyond the reflector cube, but due to the linear path, it took players so long to get to it, that they were confused about which elements were still relevant. This drove us to make the level nonlinear.  To make it easier for players to visualize the puzzle, we condensed the overall test space and moved the exit near the start. This helped the players see where they had to go and which objects would help them get there."
"Commentary_Title_mislead"	"ВИПРАВЛЕННЯ ОМАНЛИВИХ ОЧІКУВАНЬ"
"[english]Commentary_Title_mislead"	"MISLEADING FIXATIONS"
"#commentary\com-mislead.wav"	"[Джесс Кліф] Під час тестування цієї мапи ми бачили, як тестувальники настільки зосереджувалися на екскурсійному шляху, що забували про те, що у них є портальна гармата. Щоби виправити це, ми додали перед цією камерою руйнування. Це вимагало від гравців скористатися порталом, щоби перенестися на другий кінець. Як тільки гравці входили до наступної камери, ми одразу пропонували їм той самий сценарій, тільки в іншому вигляді."
"[english]#commentary\com-mislead.wav"	"[Jess Cliffe] While testing this map, we often saw playtesters fixate on the excursion funnel and try to use it to get to the other side, forgetting that they had a portal gun. To remedy this, we added the destruction event that happens just before this chamber. This requires the player to portal through the floor and out of a wall to cross a gap. Once the player enters the test chamber, they are presented with the exact same scenario, but in a different context."
"Commentary_Title_FUNNEL"	"ЕКСКУРСІЙНИЙ ШЛЯХ"
"[english]Commentary_Title_FUNNEL"	"EXCURSION FUNNEL"
"#commentary\com-funnel.wav"	"[Дейв Зондерс] У цій поїздці екскурсійним шляхом тестувальники часто у найвідповідальнішу мить вистрілювали не тим порталом і вбивалися. Вони часто не могли зрозуміти, чому ж екскурсійний шлях не змінював свій напрям. Ми вирішили цю проблему — тепер ми визначаємо, коли гравець відкриває не той портал у спробі врятувати себе і переміщуємо інший портал під джерело екскурсійного шляху. Таким чином ми забезпечили гравця можливістю стріляти обома порталами, аби врятувати себе."
"[english]#commentary\com-funnel.wav"	"[Dave Saunders] In this excursion funnel ride, playtesters would often end up shooting the wrong portal at the critical moment and killing themselves. This ruined the moment for players, who often didn't quite understand why their excursion funnel hadn't been redirected. As a solution, we now detect when the player places the wrong portal in hopes of saving themselves; we help them out by moving their other portal under the excursion funnel source. This effectively makes the section foolproof, by allowing the player to shoot either portal to save themselves."
"Commentary_Title_WORLD_PORTALS"	"ПОРТАЛИ СВІТУ"
"[english]Commentary_Title_WORLD_PORTALS"	"WORLD PORTALS"
"#commentary\com-worldportals.wav"	"[Ерік Темз] Велика частина веселощів у Portal пов’язана із ефектом «Ага!», коли ви дізнаєтеся щось нове. Гра повинна дуже чітко визначити такі миті. Якщо все буде вдаватися легко, то у гравця не виникне відчуття, що він щось здолав або досяг. Якщо все надто складне, то гравці почуваються дурнями, коли усвідомлюють, що не могли вирішити головоломку через якусь дрібницю. На жаль, спроби створити цю крихку рівновагу призводять до багатьох шліфувань, змін та налаштувань рівнів. Коли ми почали вносити великі структурні зміни в рівень або навіть низку рівнів, виявилося, що потрібно витратити години і цілі дні на те, щоби все заново з’єднати в одне ціле. Якщо ми хотіли внести потрібну рівновагу в таку велику гру як Portal, нам потрібно було придумати спосіб вносити великі зміни без постійного повторення процесу налаштування. Нам потрібно було зігнути простір. Нам потрібно було думати по-портальному. За допомогою порталів в різних куточках світу ми могли створити будь-який неможливий простір. Ви можете бачити приміщення в кінці коридору, але вона може знаходитися взагалі в іншому кінці мапи та ще й догори ногами. Ми могли непомітно додати ліфт, простору алею, приміщення, яке буде більше зсередини, ніж зовні, або ж створити нескінченне падіння, поєднавши кінець і початок шахти. Скоро усі простори були пов’язані порталами. Ми навіть могли вносити зміни в реальному часі. Навіть прості двері були, як з мультиків — просто пофарбована частина стіни, яка могла непомітно відчинятися куди завгодно. Лише після того, як гру було завершено, а шлях гравця фіналізовано, ми прибрали усі портали. У грі лишився лише один неможливий простір, але спробуйте самі здогадатися, де він."
"[english]#commentary\com-worldportals.wav"	"[Eric Tams] Much of the fun in Portal is based on the joy of the \"Ah Ha!\" moment when you learn something new. The game needs a very specific pacing to ensure these moments. If things are too easy then you are robbed of that moment since it feels like you didn't accomplish anything. If it's too hard then players feel stupid instead of smart when they finally realize that one small part of the puzzle that they were missing. Unfortunately trying to create that delicate balance leads to a lot of shuffling of levels and a lot of revisions and tweaks to existing levels. When we started the project making any big structural change in a level or the order of levels would lead to hours or even days of busy work trying to reconnect things and make sure they lined up again. If we ever wanted to ship something the size of Portal with the finely tuned balance we desired then we needed a way to be able to make big changes to the layout of the game without paying the cost of making everything line up again. We needed a way to bend space. We needed to think with portals. Using portals to connect different areas in the world we could make any type of impossible space work out. You could look through a hallway into the next room but the hallway might be on the other side of the map and the room you are looking into might be in a completely different orientation. We could seamlessly insert an elevator, a huge expansive vista, a room that was bigger on the inside than the outside, or even create an infinite fall by connecting a shaft back into itself. Soon every connection between any space was a portal. We would even switch them on the fly. Even a simple door worked like the cartoons - just a facade painted on a wall that seamlessly opened somewhere else entirely. Once the game settled down we were able to finalize our path and remove all of the world portals. There's only one impossible space left in the whole game - see if you can figure out where it is."
"Commentary_Title_BLOBULATOR"	"ГЕНЕРАТОР РІДИНИ"
"[english]Commentary_Title_BLOBULATOR"	"BLOBULATOR"
"#commentary\com-blobulator.wav"	"[Олівер Наллет] Вперше рідини були інтегровані в рушій Source в далекому 2007-му. Через роки код було значно оптимізовано, але у консольних іграх він виконувався все ще дуже повільно. Рідини — це ключова особливість Portal 2, хоч ми і не знали, чи зможемо змусити їх працювати на консолях. Влітку 2010-го ми все ще розглядали застосування іншої технології для консолей — такої, яка точно не виглядала б добре. На Xbox 360, навіть із самою низькою якістю рідини, ми ледь влазили у обмеження продуктивності. Але нам хотілося мати однакову якість на всіх платформах. Тим часом ми ледь припасували код графічного процесора PS3. Все закінчилося тим, що ми переписали весь код рідини, щоби краще застосовувати його на різних багатоядрових системах і графічних процесорах. Таким чином ми зберегли високу якість рідини на всіх платформах, разом із високою продуктивністю та низьким споживанням пам’яті."
"[english]#commentary\com-blobulator.wav"	"[Olivier Nallet] The first implementation of the blob was integrated in the Source engine back in 2007. Over the years, the code has been significantly optimized, but was still way too slow to run on game consoles. The blob was a key feature of Portal 2, even though we did not know if we could make it work for consoles. In summer 2010, we were still considering using a completely different tech for consoles--one that would certainly not look as nice. On the 360, even with a very low quality blob, we were barely within our performance budget. But we really wanted to have the same high quality blob among all platforms. Meanwhile, the code was poorly suited for PS3 SPU. We ended up re-writing all the blob code so it would take better advantage of multiple cores and SPUs, giving us quality blobs on all platforms while staying within performance and memory constraints."
"Commentary_Title_FLIGHT"	"ШЛЯХ ПОЛЬОТУ"
"[english]Commentary_Title_FLIGHT"	"FLIGHT PATHS"
"#commentary\com-flight.wav"	"[Джон Ґатрі] Лінія траекторії катапульти дозволяє нам показати, куди полетить гравець чи фізичний об’єкт. Ми можемо змінити швидкість і траекторію окремо для гравців та інших об’єктів. Жовті лінії використовуються для фізичних об’єктів, зелені — траекторія гравців. Іноді нам потрібно було інше значення, щоби врахувати форму запущеного об’єкта. Те, що працює для гравців, може не спрацювати для об’єктів і навпаки. Наприклад, куб може долетіти до краю, а гравець вдариться об стіну та впаде в слиз. Інструменти візуалізації допомогли нам виправити подібні помилки."
"[english]#commentary\com-flight.wav"	"[John Guthrie]  The catapult trajectory lines seen here allow us to visualize where the catapult will deliver a player or a physics object.  We can differentiate the speed and trajectory for players and other objects.  The yellow lines are for physics objects, and green is the player's trajectory.  Sometimes we need to have a different value to accommodate the shape of the objects being catapulted.  What works for the player may not work for an object, and vice versa.  For instance, it was common for a box to make it to a ledge while the player would smack into the side and then fall into the slime. The visualization tools helped us debug these types of problems"
"Commentary_Title_HOTEL_HELL"	"ПЕКЕЛЬНИЙ ГОТЕЛЬ"
"[english]Commentary_Title_HOTEL_HELL"	"HOTEL HELL"
"#commentary\com-hotelhell.wav"	"[Ренді Ландін] Навіки застрягти в кріосні у приміщенні, схожому на старий занедбаний номер мотелю — ця ідея довго сиділа в нашій голові, але ми не знали, як саме діставатимемо звідти гравця. Ми сперечалися, чи могло все, що відбувалося спочатку, відбуватися в голові персонажа. Також існував альтернативний вступ, де лабораторія Aperture помістила всіх піддослідних до неймовірно нудного симулятору кімнати готелю, з якого Вітлі мав дістати гравців. Згодом ми відмовилися від цього варіанту, оскільки його тяжко було пояснити в короткий термін, тож ми змінили номер готелю на «поїздку в контейнері по рейкам». Це дало нам змогу більше показувати гравцям, ніж розповідати, як вони та інші піддослідні зберігаються, трохи зобразити розмір комплексу і навіть дати підказку, скільки часу пройшло. Ми поступово відкрили це за допомогою руйнування контейнеру, коли він вдарявся у щось. Загалом, це більш динамічне ознайомлення гравців із Portal 2."
"[english]#commentary\com-hotelhell.wav"	"[Randy Lundeen] The idea of being stuck forever in a state of stasis that looked like a crappy old motel room had been in our minds for a long time, but we weren't sure exactly how we wanted to rip you out of it. There was some debate over whether the opening sequence happened inside the player’s head or not. There was an alternate opening where Aperture had hooked-up all of its cryo-stored test subjects to an incredibly boring hotel room simulator, which Wheatley would then wake the player from. Eventually this was discarded as too difficult to explain in the short time allotted, and we opted to change the hotel room to a “container ride on a rail”. This allowed us to show the player, rather than tell them, about how they and other test subjects have been stored, show some of the scale of the facility and even hint at how much time has passed. We also get to gradually reveal all of this through the destruction of the container itself as it moves and bangs into things. Overall, this gives the player a much more dynamic and visceral introduction to Portal 2."
"Commentary_Title_REMNANTS"	"УРИВКИ ІСТОРІЇ"
"[english]Commentary_Title_REMNANTS"	"STORY REMNANTS"
"#commentary\com-remnants.wav"	"[Кайл Монро] Сценаристи тривалий час намагалися обіграти ідею, що Вітлі намагався втекти з комплексу за допомогою інших піддослідних, перш ніж розбудити головного персонажа. Це була цікава ідея, і ви можете почути уривки цього сюжетного повороту в кількох діалогах. Та, зрештою, це була б занадто закручена і складна історія, тож на неї натякають, але ніколи відкрито не згадують до кінця гри."
"[english]#commentary\com-remnants.wav"	"[Kyle Monroe] The writers went back and forth over whether or not Wheatley had tried escaping with other test subjects before waking the player up. It was an interesting idea, and you can still hear remnants of this story arc in some of the dialogue. But at the end of the day, it was just too expansive a concept to sell. So it’s hinted at, but not overtly mentioned until the end."
