"lang"
{
"Language"	"german"
"ItemHistory_Action_CafeOrSchoolItem_Remove"	"Von Café oder Schule entfernt"
"[english]ItemHistory_Action_CafeOrSchoolItem_Remove"	"Cafe or school removal"
"ItemHistory_Action_VACBanned_Remove"	"Aufgrund eines VAC-Ausschlusses gelöscht"
"[english]ItemHistory_Action_VACBanned_Remove"	"Deleted due to VAC ban"
"ItemHistory_Action_UpgradeThirdPartyPromo"	"Drittanbieter-Werbeupgrade"
"[english]ItemHistory_Action_UpgradeThirdPartyPromo"	"Third-party promo upgrade"
"ItemHistory_Action_Expired"	"Abgelaufen"
"[english]ItemHistory_Action_Expired"	"Expired"
"ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Durch Herstellungsindex-Entfernung entfernt"
"[english]ItemHistory_Action_RemoveItemCraftIndex_Remove"	"Removed by craft index removal"
"ItemHistory_Action_RemoveItemMakersMark_Remove"	"Herstellername entfernt"
"[english]ItemHistory_Action_RemoveItemMakersMark_Remove"	"Removed crafter's name"
"ItemHistory_Action_RemoveItemKillStreak_Remove"	"Durch Tötungsserien-Entfernung entfernt"
"[english]ItemHistory_Action_RemoveItemKillStreak_Remove"	"Removed by Killstreak removal"
"ItemHistory_Action_TradeRollback_Remove"	"Handel wurde zurückgesetzt"
"[english]ItemHistory_Action_TradeRollback_Remove"	"Trade was rolled back"
"ItemHistory_Action_CDKeyRevoke"	"Produktschlüssel widerrufen"
"[english]ItemHistory_Action_CDKeyRevoke"	"CD key revoked"
"ItemHistory_Action_CollectItem_RemoveCollection"	"Alten Kollektionsgegenstand entfernt"
"[english]ItemHistory_Action_CollectItem_RemoveCollection"	"Removed old collection item"
"ItemHistory_Action_CollectItem_CollectedItem"	"Zu einer Kollektion hinzugefügt"
"[english]ItemHistory_Action_CollectItem_CollectedItem"	"Added to a collection"
"ItemHistory_Action_EconSetUnowned"	"Gehandelt"
"[english]ItemHistory_Action_EconSetUnowned"	"Traded"
"ItemHistory_Action_Market_Remove"	"Auf dem Steam Communitymarkt angeboten"
"[english]ItemHistory_Action_Market_Remove"	"Listed on the Steam Community Market"
"ItemHistory_ItemIsInInventory"	"In Ihrem Inventar"
"[english]ItemHistory_ItemIsInInventory"	"In your inventory"
}
}
