"lang"
{
"Language"	"vietnamese"
"DOTA_Tooltip_ability_puck_dream_coil_coil_stun_duration_scepter"	"THỜI GIAN CHOÁNG PHÁ TRÓI (SCEPTER):"
"DOTA_Tooltip_ability_riki_blink_strike_tooltip_range"	"KHOẢNG CÁCH:"
"DOTA_Tooltip_ability_huskar_life_break_slow_durtion_tooltip"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_broodmother_spin_web_Note2"	"Nếu di chuyển tự do bị vô hiệu, bạn sẽ phá cây ở gần."
"DOTA_Tooltip_ability_broodmother_spin_web_max_charges"	"SỐ LẦN DỆT TỐI ĐA:"
"DOTA_Tooltip_ability_broodmother_spin_web_charge_restore_time"	"THỜI GIAN HỒI MỘT LƯỢT DÙNG:"
"DOTA_Tooltip_ability_broodmother_spin_web_destroy"	"Phá Spin Web"
"DOTA_Tooltip_ability_broodmother_spin_web_destroy_Description"	"Phá Spin Web được chọn."
"DOTA_Tooltip_ability_bounty_hunter_shuriken_toss_Description"	"Phóng phi tiêu vào kẻ địch, gây sát thương và choáng nhẹ trên mục tiêu. Phi tiêu sẽ nẩy qua các đối tượng bị Track trong bán kính %bounce_aoe% đơn vị khoảng cách.\n\nCó thể nâng cấp bằng Aghanim's Scepter."
"DOTA_Tooltip_ability_bounty_hunter_jinada_Lore"	"Thì thầm với thanh kiếm trung thành những lời bùa mê học từ Soruq, Gondar sẽ nhắm tới gân và khớp để vô hiệu hóa đối phương."
"DOTA_Tooltip_ability_bounty_hunter_wind_walk_Lore"	"Nhóm hề có mặt lúc Vua Goff bị ám sát không nhớ được gì ngoài một chiếc bóng nhảy múa."
"DOTA_Tooltip_ability_spirit_breaker_empowering_haste_duration"	"THỜI GIAN PHÉP TĂNG TỐC:"
"DOTA_Tooltip_ability_brewmaster_drunken_brawler_last_proc"	"THỜI GIAN KÍCH HOẠT:"
"DOTA_Tooltip_ability_shredder_chakram_2_radius"	"BÁN KÍNH:"
"DOTA_Tooltip_ability_tusk_ice_shards_cast_range_tooltip"	"TẦM THI TRIỂN:"
"DOTA_Tooltip_ability_phoenix_supernova_cast_range_tooltip_scepter"	"TẦM THI TRIỂN (SCEPTER):"
"Attrib_Particle268"	"Champion's Aura 2014"
"dota_tip_universal_29"	"Trong All Pick, người chơi chưa chọn Hero trước khi thời gian hết sẽ bị trừ dần dần lượng vàng khởi điểm."
"Comp_1803_TMPL_tooltip_team_newbee_tooltip_title"	"NEWBEE"
"Comp_1803_TMPL_tooltip_team_vg_tooltip_title"	"VICI GAMING"
"Comp_1803_PG_page_cn_predictionselementlistcheckmarktooltip_data_tooltip_title"	"Câu trả lời của bạn đã chính xác!"
"DOTA_Tooltip_ability_broodmother_incapacitating_bite_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_bloodseeker_bloodrage_Note1"	"Sát thương tăng thêm chỉ được một nửa nếu kẻ gây sát thương và kẻ nhận sát thương cách xa nhau hơn 2200 đơn vị."
"Comp_2140_PG_page_TOC2elementlistpage_feedback_defines_1"	"Phản hồi"
"Comp_2140_PG_page_feedbackelementlistpage_title_text"	"PHẢN HỒI"
"DOTA_Item_DotaCinema_Hud_Style0"	"Tối"
"DOTA_Item_DotaCinema_Hud_Style1"	"Sáng"
"music"	"Âm nhạc"
"corrupted"	"Corrupted"
"DOTA_Tooltip_ability_bane_brain_sap_tooltip_brain_sap_heal_amt"	"LƯỢNG HỒI MÁU:"
"DOTA_Tooltip_ability_morphling_replicate_tooltip_illusion_damage_out_pct"	"%SÁT THƯƠNG BẢN SAO:"
"DOTA_Tooltip_ability_morphling_replicate_illusion_incoming_dmg_pct_tooltip"	"%SÁT THƯƠNG BẢN SAO NHẬN:"
"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_range"	"BÁN KÍNH:"
"DOTA_STATUE_name_model_witchdoctor"	"Witch Doctor"
"DOTA_ActorCredits_23_Name"	"Mike Shapiro"
"DOTA_ActorCredits_23_Role"	"Oracle"
"dota_tip_universal_31"	"Hãy cẩn thận đừng tạo ra nhiều kẻ thù hơn năm người mà bạn đang phải đối mặt."
"cursor_pack"	"Bộ con trỏ chuột"
"DOTA_AdditionalInfo_Option"	"Thông tin khác"
"DOTA_Advertisement_Arcana_Header"	"Frost Avalanche"
"DOTA_Advertisement_Arcana_Button"	"Mua ngay - %s1"
"DOTA_Advertisement_Arcana_Header_Preorder"	"Frost Avalanche - ĐẶT TRƯỚC"
"Comp_1936_PG_page_TOC2elementlistpage_feedback_defines_2"	"PHẢN HỒI"
"DOTA_Tooltip_ability_lina_fiery_soul_duration_tooltip"	"THỜI GIAN:"
"DOTA_Tooltip_ability_life_stealer_control"	"Control"
"DOTA_Tooltip_ability_sven_warcry_duration_tooltip"	"THỜI GIAN:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_hawk_hp_tooltip"	"MÁU CHIM ƯNG:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_hawk_speed_tooltip"	"TỐC ĐỘ CHIM BAY:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_hawk_daysight_tooltip"	"TẦM NHÌN NGÀY CỦA CHIM:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_hawk_nightsight_tooltip"	"TẦM NHÌN ĐÊM CỦA CHIM:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_boar_boar_hp_tooltip"	"MÁU LỢN RỪNG:"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_boar_boar_damage_tooltip"	"SÁT THƯƠNG ĐÒN ĐÁNH (LỢN RỪNG):"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_boar_boar_moveslow_tooltip"	"%TỐC CHẠY LÀM CHẬM (LỢN RỪNG):"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_boar_boar_attackslow_tooltip"	"TỐC ĐÁNH LÀM CHẬM (LỢN RỪNG):"
"DOTA_Tooltip_ability_beastmaster_hawk_invisibility_fade_tooltip"	"THỜI GIAN ẨN THÂN:"
"DOTA_Tooltip_ability_winter_wyvern_splinter_blast_duration"	"THỜI GIAN LÀM CHẬM:"
"DOTA_Tooltip_ability_winter_wyvern_cold_embrace_duration"	"THỜI GIAN:"
"DOTA_Tooltip_ability_granite_golem_hp_aura_radius"	"BÁN KÍNH:"
"DedicateGift_Title"	"Gói món quà này"
"DedicateGift_Text"	"Thêm lời gửi tặng cá nhân:"
"blink_effect"	"Hiệu ứng Blink"
"DOTA_Tooltip_ability_beastmaster_call_of_the_wild_boar_poison_duration_tooltip"	"THỜI GIAN ĐỘC CỦA LỢN:"
"Comp_2339_TMPL_tooltip_team_eg_tooltip_title"	"EG"
"Comp_2339_TMPL_tooltip_team_newbee_tooltip_title"	"NEWBEE"
"Comp_2339_TMPL_tooltip_team_vici_tooltip_title"	"VICI GAMING"
"Comp_2339_TMPL_tooltip_team_lgd_tooltip_title"	"LGD Gaming"
"Comp_2339_TMPL_tooltip_team_cis_tooltip_title"	"Cis Game"
"Comp_2339_TMPL_tooltip_team_tf_tooltip_title"	"TF"
"Comp_2339_TMPL_tooltip_team_tf_tooltip_text"	"Tongfu Gaming."
"Comp_2339_TMPL_tooltip_team_dk_tooltip_title"	"DK"
"Comp_2339_TMPL_tooltip_team_ig_tooltip_title"	"IG"
"Comp_2339_TMPL_tooltip_team_mvp_tooltip_title"	"MVP"
"Comp_2339_TMPL_btn_selecthero_text"	"CHỌN HERO"
"Comp_2339_PRSEL_gifter_account_id_description"	"ID tài khoản người tặng"
"Comp_2339_PRSEL_favorite_hero_locked_choices_1"	"Đã khóa"
"Comp_2339_PRSEL_arcana_select_group1_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 1"
"Comp_2339_PRSEL_arcana_select_group2_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 2"
"Comp_2339_PRSEL_arcana_select_group3_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 3"
"Comp_2339_PRSEL_arcana_select_group4_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 4"
"Comp_2339_PRSEL_arcana_select_group5_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 5"
"Comp_2339_PRSEL_arcana_select_group6_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 6"
"Comp_2339_PRSEL_arcana_select_group7_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 7"
"Comp_2339_PRSEL_arcana_select_group8_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 8"
"Comp_2339_PRSEL_arcana_select_group9_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 9"
"Comp_2339_PRSEL_arcana_select_group10_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 10"
"Comp_2339_PRSEL_arcana_select_group11_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 11"
"Comp_2339_PRSEL_arcana_select_group12_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 12"
"Comp_2339_PRSEL_arcana_select_group13_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 13"
"Comp_2339_PRSEL_arcana_select_group14_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 14"
"Comp_2339_PRSEL_arcana_select_group15_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 15"
"Comp_2339_PRSEL_arcana_select_group16_description"	"LỰA CHỌN CỦA BẠN TỪ NHÓM 16"
"Comp_2339_PRSEL_play_rpg_choices_1"	"sf"
"Comp_2339_PRSEL_play_rpg_choices_2"	"invoker"
"Comp_2339_PRSEL_play_rpg_choices_3"	"wl"
"Comp_2339_PG_page_insidecoverelementlistgift1_text"	"ĐƯỢC TẶNG THÔNG QUA SỰ HỖ TRỢ HÀO PHÓNG CỦA"
"Comp_2339_PG_page_titleelementlisttitle_text"	"Mùa đông này, các đội Dota 2 hàng đầu trên thế giới tập trung tại Thượng Hải để chiến đấu vì danh dự á đông. Theo dõi sự kiện trực tiếp tại Thượng Hải, hoặc trên mạng từng giây phút hành động Dota 2 tại dota2.com.cn"
"Comp_2339_PG_page_titleelementlistlianjie_text"	"WWW.DOTA2.COM.CN"
"Comp_2339_PG_page_titleelementlistsubtitle_text"	"PERFECT WORLD TỰ HÀO ĐĂNG CAI"
"Comp_2339_PG_page_titleelementlistsubtitle1_text"	"GIẢI VÔ ĐỊCH DOTA 2 CHÂU Á"
"Comp_2339_PG_page_titleelementlistzhongguoshanghai_text"	"THƯỢNG HẢI, TRUNG QUỐC"
"Comp_2339_PG_page_TOC1elementlistheader1_text"	"BẢNG"
"Comp_2339_PG_page_TOC1elementlistheader2_text"	"MỤC LỤC"
"Comp_2339_PG_page_TOC1elementlistsubheader_event_defines_1"	"SỰ KIỆN"
"Comp_2339_PG_page_TOC1elementlistpage_venue_defines_2"	"MỞ ĐẦU"
"Comp_2339_PG_page_TOC1elementlistsubheader_prizepool_defines_1"	"GIẢI THƯỞNG"
"Comp_2339_PG_page_TOC1elementlistpage_amount_defines_2"	"TIỀN THƯỞNG HIỆN TẠI"
"Comp_2339_PG_page_TOC1elementlistpage_stretchgoals_defines_2"	"CHẶNG MỤC TIÊU"
"Comp_2339_PG_page_TOC1elementlistsubheader_compendium_defines_1"	"COMPENDIUM CỦA BẠN"
"Comp_2339_PG_page_TOC1elementlistpage_level_defines_2"	"CẤP ĐỘ COMPENDIUM"
"Comp_2339_PG_page_TOC1elementlistpage_rewards_defines_2"	"PHẦN THƯỞNG COMPENDIUM"
"Comp_2339_PG_page_TOC1elementlistpage_naqual_defines_2"	"COURIER ĐỘC QUYỀN"
"Comp_2339_PG_page_TOC1elementlistpage_seaqual_defines_2"	"KHO BÁU BẤT TỬ"
"Comp_2339_PG_page_TOC1elementlistsubheader_qualifiers_defines_1"	"GIẢI ĐẤU"
"Comp_2339_PG_page_TOC1elementlistpage_euqual_defines_2"	"VÒNG LOẠI"
"Comp_2339_PG_page_TOC1elementlistpage_single_game_predictions_new_defines_2"	"LOẠI TRỰC TIẾP - WILD CARD"
"Comp_2339_PG_page_TOC1elementlistpage_single_match_hero_predictions_new_defines_2"	"LOẠI TRỰC TIẾP - Vòng bảng"
"Comp_2339_PG_page_TOC2templatelistt_toc_updatedelementlistupdated_text_text"	"CẬP NHẬT!"
"Comp_2339_PG_page_TOC2templatelistt_toc_gengxinelementlistupdated_text_text"	"ĐANG TỚI!"
"Comp_2339_PG_page_TOC2elementlistsubheader_yuce_defines_1"	"DỰ ĐOÁN"
"Comp_2339_PG_page_TOC2elementlistpage_xiaozuyuce_defines_2"	"DỰ ĐOÁN VÒNG BẢNG"
"Comp_2339_PG_page_TOC2elementlistpage_zongjuesaiyuce_defines_2"	"DỰ ĐOÁN CHUNG KẾT TỔNG"
"Comp_2339_PG_page_TOC2elementlistsubheader_qualifier_predictions_defines_1"	"PHỤ THÊM"
"Comp_2339_PG_page_TOC2elementlistpage_playoffs_other_predictions_defines_2"	"Trận đấu toàn sao"
"Comp_2339_PG_page_TOC2elementlistpage_RPG_defines_2"	"CHƯƠNG TRÌNH MÀN CHƠI TỰ TẠO"
"Comp_2339_PG_page_TOC2elementlistpage_mainevent_top6_predictions_defines_2"	"BÌNH CHỌN GIỌNG NÓI TIẾNG TRUNG"
"Comp_2339_PG_page_TOC2elementlistsubheader_mainevent_predictions_defines_1"	"PHỤ LỤC"
"Comp_2339_PG_page_TOC2elementlistpage_mainevent_player_predictions_defines_2"	"HỒ SƠ ĐỘI THI ĐẤU"
"Comp_2339_PG_page_TOC2elementlistpage_mainevent_thanks_defines_2"	"CÔNG NHẬN"
"Comp_2339_PG_page_venueelementlistday_text"	"Ngày 6 tháng một - Ngày 9 tháng hai, 2015"
"Comp_2339_PG_page_venueelementlistmainday_text"	"SỰ KIỆN CHÍNH ngày 5-9 tháng hai, 2015"
"Comp_2339_PG_page_venueelementlistdescription_text"	"CÁC ĐỘI XUẤT SẮC NHẤT THẾ GIỚI<br>TRANH TÀI CHO CHỨC VÔ ĐỊNH VIỄN ĐÔNG"
"Comp_2339_PG_page_jinetemplatelisttt_sg2_tooltip_text"	"Bình chọn trang phục Cosplay bình luận viên tại Sự kiện chính."
"Comp_2339_PG_page_jinetemplatelisttt_sg3_tooltip_text"	"Bình chọn cho trận đấu trình diễn, bao gồm cả bản đồ tự tạo, giải đấu toàn sao và vô địch đấu đơn."
"Comp_2339_PG_page_jinetemplatelisttt_sg4_tooltip_text"	"Mở khóa thêm Courier độc quyền."
"Comp_2339_PG_page_jinetemplatelisttt_sg5_tooltip_text"	"Mở khóa thêm bộ biểu tượng cảm xúc."
"Comp_2339_PG_page_jinetemplatelisttt_sg6_tooltip_text"	"Mở khóa kho báu bất tử."
"Comp_2339_PG_page_jinetemplatelisttt_sg7_tooltip_text"	"Bình chọn giọng lồng tiếng mới."
"Comp_2339_PG_page_jinetemplatelisttt_sg8_tooltip_text"	"Mở khóa bộ con trỏ chuột."
"Comp_2339_PG_page_jinetemplatelisttt_sg9_tooltip_text"	"Mở khóa sự kiện đặc biệt trong trò chơi trong quá trình giải DAC."
"Comp_2339_PG_page_jinetemplatelisttt_sg10_tooltip_text"	"Perfect World sẽ tổ chức một buổi hòa nhạc Dota 2 trong tương lai."
"Comp_2339_PG_page_jinetemplatelistsg_entryelementlistachieved_text"	"ĐÃ ĐẠT!"
"Comp_2339_PG_page_jinetemplatelistsg_entryelementlistperc_text"	"%prizepool_perc%%"
"Comp_2339_PG_page_jinetemplatelistsg_entryelementlisttogo_text"	"Còn $%prizepool_togo%!"
"Comp_2339_PG_page_jineelementlistsubtitle_text"	"GIẢI THƯỞNG"
"Comp_2339_PG_page_jineelementlistprizepool_amount_text"	"$%prizepool%"
"Comp_2339_PG_page_jineelementlistprizepool_total_text"	"tổng cộng"
"Comp_2339_PG_page_prizepool2elementlistsg7_defines_6"	"Bình chọn cho Hero bạn muốn có thêm giọng lồng tiếng và lời thoại tiếng Trung mới."
"Comp_2339_PG_page_prizepool2elementlistsg8_defines_6"	"Mở khóa bộ con trỏ chuột mới."
"Comp_2339_PG_page_prizepool2elementlistsg9_defines_6"	"Mở khóa sự kiện đặc biệt trong trò chơi trong quá trình giải DAC diễn ra."
"Comp_2339_PG_page_prizepool2elementlistsg10_defines_6"	"Perfect World sẽ tổ chức hòa nhạc Dota 2 trong tương lai."
"Comp_2339_PG_page_level1t_toc_weikaiqielementlistupdated_text_text"	"CHƯA ĐƯỢC"
"Comp_2339_PG_page_level1elementlistsubtitle_text"	"CẤP ĐỘ COMPENDIUM CỦA BẠN"
"Comp_2339_PG_page_level1elementlistdescription_text"	"Ghi điểm để lên cấp Compendium của bạn. Cấp độ cao thì mở khóa phần thưởng xịn hơn!"
"Comp_2339_PG_page_level1elementlistlevelamt_text"	"%level%"
"Comp_2339_PG_page_level1elementlistlevel_text"	"CẤP ĐỘ"
"Comp_2339_PG_page_level1elementlistlevel_togo_text"	"CÒN %levelup_pts% ĐIỂM ĐẾN CẤP TIẾP THEO"
"Comp_2339_PG_page_level1elementlisthowto_text"	"LÀM SAO ĐỂ KIẾM ĐIỂM"
"Comp_2339_PG_page_level1elementlistr1embed_title_text"	"Kích hoạt Compendium"
"Comp_2339_PG_page_level1elementlistr1embed_desc_text"	"Đừng quên kích hoạt Compendium của bạn khi đã mua nó!"
"Comp_2339_PG_page_level1elementlistr2embed_desc_text"	"Mỗi ngày bạn sẽ có một thử thách chiến thắng một trận đấu. Giành chiến thắng và nhận lấy một phần thưởng ngon lành!"
"Comp_2339_PG_page_level1elementlistr2embed_ptsA_text"	"%action_%"
"Comp_2339_PG_page_level1elementlistr2embed_ptsB_text"	" %actionmax_% "
"Comp_2339_PG_page_level1elementlistr3embed_title_text"	"Dự đoán vòng PLAYOFF"
"Comp_2339_PG_page_level1elementlistr3embed_desc_text"	"Điền các dự đoán cho vòng PLAYOFF."
"Comp_2339_PG_page_level1elementlistr5embed_title_text"	"Thử thách thắng hàng ngày"
"Comp_2339_PG_page_level1elementlistr5embed_desc_text"	"Mỗi ngày bạn sẽ có một thử thách chiến thắng một trận đấu. Giành chiến thắng và nhận lấy một phần thưởng ngon lành!"
"Comp_2339_PG_page_level1elementlistr5embed_ptsA_text"	"%action_1%"
"Comp_2339_PG_page_level1elementlistr5embed_ptsB_text"	"/ %actionmax_1% ĐIỂM"
"Comp_2339_PG_page_level2elementlistr6embed_title_text"	"Xem 10 trận"
"Comp_2339_PG_page_level2elementlistr6embed_desc_text"	"Xem 10 trận đấu của DAC để chứng kiến chiến thắng của các đội bạn yêu thích!"
"Comp_2339_PG_page_level2elementlistr6embed_ptsA_text"	"%action_2%"
"Comp_2339_PG_page_level2elementlistr6embed_ptsB_text"	"/ %actionmax_2% ĐIỂM"
"Comp_2339_PG_page_level2elementlistr7embed_title_text"	"Bình chọn cosplay bình luận viên"
"Comp_2339_PG_page_level2elementlistr7embed_desc_text"	"Bình chọn cho bình luận viên và hero mà anh ấy/cô ấy nên cosplay."
"Comp_2339_PG_page_level2elementlistr8embed_title_text"	"Bình chọn cho trận đấu toàn sao"
"Comp_2339_PG_page_level2elementlistr8embed_desc_text"	"Bình chọn cho người chơi và các trận đấu tự tạo bạn muốn thấy ở<br>
giải vô địch đấu đơn và trận biểu diễn màn chơi tự tạo."
"Comp_2339_PG_page_level2elementlistr9embed_title_text"	"Bình chọn giọng nói Hero"
"Comp_2339_PG_page_level2elementlistr9embed_desc_text"	"Bình chọn cho hero mà bạn muốn nghe giọng lồng tiếng Trung mới."
"Comp_2339_PG_page_level2elementlistr10embed_title_text"	"Xem liệu bạn có đúng không!"
"Comp_2339_PG_page_level2elementlistr10embed_desc_text"	"Bạn sẽ nhận được 20 điểm cho mỗi dự đoán đúng cho vòng<br> bảng."
"Comp_2339_PG_page_level2elementlistr11embed_title_text"	"Xem liệu bạn có đúng về các đội chiến thắng không!"
"Comp_2339_PG_page_level2elementlistr11embed_desc_text"	"Bạn sẽ nhận điểm nếu bạn đoán đúng về các đội chiến thắng,<br> không quan trọng thứ tự đúng hay không."
"Comp_2339_PG_page_level2elementlistr12embed_title_text"	"Để xem bạn có thể đoán trước tương lai hay không!"
"Comp_2339_PG_page_level2elementlistr12embed_desc_text"	"Bạn sẽ nhận điểm nếu bạn đoán đúng thứ tự."
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_9"	"Thêm một courier độc quyền khác"
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_10"	"Biểu tượng cảm xúc tùy chọn"
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_11"	"Thêm bộ con trỏ chuột"
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_12"	"Thêm kho báu bất tử I"
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_13"	"Thêm phong cách mới cho courier độc quyền"
"Comp_2339_PG_page_rewards1templatelisttl_rewards_textlist_46"	"Vô tận"
"Comp_2339_PG_page_rewards1elementlistsubtitle_text"	"PHẦN THƯỞNG CẤP ĐỘ COMPENDIUM"
"Comp_2339_PG_page_rewards1elementlistdescription_text"	"Khi Compendium của bạn lên cấp, bạn sẽ nhận được phần thưởng."
"Comp_2339_PG_page_rewards1elementlist500p_text"	"MUA NGAY"
"Comp_2339_PG_page_rewards1elementlist500text_text"	"500 điểm Compendium"
"Comp_2339_PG_page_rewards1elementlist2400text_text"	"2400 điểm Compendium"
"Comp_2339_PG_page_rewards1elementlistrecent_text"	"PHẦN THƯỞNG GẦN ĐÂY NHẤT"
"Comp_2339_PG_page_rewards1elementlistnext_text"	"PHẦN TƯỞNG KẾ TIẾP CỦA BẠN"
"Comp_2339_PG_page_rewards1elementlistnext_level_text"	"CẤP ĐỘ %textlistvalue_next_levelname%"
"Comp_2339_PG_page_rewards2elementlistsubtitle_text"	"PHẦN THƯỞNG CẤP ĐỘ"
"Comp_2339_PG_page_rewards2elementlistdescription_text"	"Không có cập độ sau cùng cho compendium của bạn. Sau cấp 50, bạn sẽ nhận thêm một kho báu bất tử I và II cho mỗi 20 cấp độ."
"Comp_2339_PG_page_rewards2elementlistl1_text"	"Cấp 1:"
"Comp_2339_PG_page_rewards2elementlistl1a_desc_text"	"Courier độc quyền"
"Comp_2339_PG_page_rewards2elementlistl1b_desc_text"	"Hiệu ứng thành phù riêng"
"Comp_2339_PG_page_rewards2elementlistl1c_desc_text"	"Bộ con trỏ chuột riêng"
"Comp_2339_PG_page_rewards2elementlistl5_text"	"Cấp 5:"
"Comp_2339_PG_page_rewards2elementlistl10_text"	"Cấp 10:"
"Comp_2339_PG_page_rewards2elementlistl15_text"	"Cấp 15:"
"Comp_2339_PG_page_rewards2elementlistl21_text"	"Cấp 21:"
"Comp_2339_PG_page_rewards2elementlistl27_text"	"Cấp 27:"
"Comp_2339_PG_page_rewards2elementlistl33_text"	"Cấp 33:"
"Comp_2339_PG_page_rewards2elementlistl34_text"	"Cấp 34:"
"Comp_2339_PG_page_rewards2elementlistl37_text"	"Cấp 37:"
"Comp_2339_PG_page_rewards2elementlistl41_text"	"Cấp 41:"
"Comp_2339_PG_page_rewards2elementlistl45_text"	"Cấp 45:"
"Comp_2339_PG_page_rewards2elementlistl50_text"	"Cấp 50:"
"Comp_2339_PG_page_rewards2elementlistl52_text"	"Cấp 52:"
"Comp_2339_PG_page_rewards2elementlistl60_text"	"Cấp 60:"
"Comp_2339_PG_page_rewards2elementlistl70_text"	"Cấp 70:"
"Comp_2339_PG_page_rewards2elementlistl80_text"	"Cấp 80:"
"Comp_2339_PG_page_rewards2elementlistl90_text"	"Cấp 90:"
"Comp_2339_PG_page_rewards2elementlistl100_text"	"Cấp 100:"
"Comp_2339_PG_page_rewards2elementlistl110_text"	"Cấp 110:"
"Comp_2339_PG_page_rewards2elementlistl120_text"	"Cấp 120:"
"Comp_2339_PG_page_baiheelementlistzhuxiaojie_text"	"Courier tiêu biểu"
"Comp_2339_PG_page_baiheelementlistzhuxiaojie1_text"	"Đeo trên cổ Đèn lồng may mắn, Krane luôn chú ý tới các hero mà cậu sẽ ban may mắn cho.<br>Courier độc quyền này đi kèm với DAC 2015 Compendium. Lên cấp Compendium của bạn và nhận thêm phong cách mới cho nó!"
"Comp_2339_PG_page_teamselementlistqual_desc_text"	"Các đội được mời trực tiếp"
"Comp_2339_PG_page_teamselementlistteam1_defines_1"	"Newbee"
"Comp_2339_PG_page_teamselementlistteam2_defines_1"	"Vici Gaming"
"Comp_2339_PG_page_teamselementlistteam3_defines_1"	"Invictus Gaming"
"Comp_2339_PG_page_teamselementlistteam6_defines_1"	"SẮP RA MẮT"
"Comp_2339_PG_page_yuxuansaielementlistsubtitle_text"	"VÒNG LOẠI KHU VỰC"
"Comp_2339_PG_page_yuxuansaielementlistouzhoujieshao_text"	"4 đội tranh tài trong thể thức BO3 trong vòng loại kép với chỉ 1 đội duy nhất vào giải đấu."
"Comp_2339_PG_page_yuxuansaielementlistouzhouqu_text"	"VÒNG LOẠI CHÂU ÂU"
"Comp_2339_PG_page_yuxuansaielementlistouzhousaiqushijian_text"	"Ngày 8-11 tháng một, 1:00PM CET, 2015"
"Comp_2339_PG_page_yuxuansaielementlistmeizhousaiqu_text"	"VÒNG LOẠI CHÂU MỸ"
"Comp_2339_PG_page_yuxuansaielementlistmeizhousaiqushijian_text"	"Ngày 5-6 tháng một, 1:00PM PST, 2015"
"Comp_2339_PG_page_yuxuansaielementlistyuxuansaijieshao_text"	"Đội đến từ nhánh thắng có lợi thế trước một trận thắng trước khi trận đấu bắt đầu."
"Comp_2339_PG_page_yuxuansai1elementlistyazhouqu_text"	"Vòng loại châu Á"
"Comp_2339_PG_page_richangyingxiongelementlistquest_over_text_text"	"NHIỆM VỤ ĐÃ HOÀN THÀNH"
"Comp_2339_PG_page_richangyingxiongelementlistdaily_challenges_won_label_text"	"THỬ THÁCH ĐÃ HOÀN THÀNH:"
"Comp_2339_PG_page_richangyingxiongelementlistpoints_earned_label_text"	"ĐIỂM NHẬN ĐƯỢC:"
"Comp_2339_PG_page_richangyingxiongelementlistoverall_text"	"SỐ LIỆU TỔNG QUÁT"
"Comp_2339_PG_page_jiazengneirong1elementlistselectrpg1_text"	"CHỌN MÀN CHƠI TỰ TẠO"
"Comp_2339_PG_page_jiazengneirong1elementlistrpg1tooltip_data_tooltip_title"	"CHIẾN SỰ SHADOW FIEND"
"Comp_2339_PG_page_jiazengneirong1elementlistrpg2tooltip_data_tooltip_title"	"CHIẾN SỰ INVOKER"
"Comp_2339_PG_page_jiazengneirong1elementlistrpg3tooltip_data_tooltip_title"	"CHIẾN SỰ WARLOCK"
"Comp_2339_PG_page_peiyinelementlistlabel_group1_text"	"1/16"
"Comp_2339_PG_page_peiyinelementlistlabel_group2_text"	"2/16"
"Comp_2339_PG_page_peiyinelementlistlabel_group3_text"	"3/16"
"Comp_2339_PG_page_peiyinelementlistlabel_group4_text"	"4/16"
"Comp_2339_PG_page_peiyin1elementlistlabel_group1_text"	"5/16"
"Comp_2339_PG_page_peiyin1elementlistlabel_group2_text"	"6/16"
"Comp_2339_PG_page_peiyin1elementlistlabel_group3_text"	"7/16"
"Comp_2339_PG_page_peiyin1elementlistlabel_group4_text"	"8/16"
"Comp_2339_PG_page_peiyin2elementlisthero47tooltip_data_tooltip_title"	"Techies"
"Comp_2339_PG_page_peiyin2elementlistlabel_group1_text"	"9/16"
"Comp_2339_PG_page_peiyin2elementlistlabel_group2_text"	"10/16"
"Comp_2339_PG_page_peiyin2elementlistlabel_group3_text"	"11/16"
"Comp_2339_PG_page_peiyin2elementlistlabel_group4_text"	"12/16"
"Comp_2339_PG_page_peiyin3elementlistlabel_group1_text"	"13/16"
"Comp_2339_PG_page_peiyin3elementlistlabel_group2_text"	"14/16"
"Comp_2339_PG_page_peiyin3elementlistlabel_group3_text"	"15/16"
