"lang"
{
"Language"	"pirate"
"DOTA_Tooltip_ability_ogre_magi_bloodlust"	"Bloodlust"
"DOTA_Tooltip_ability_ogre_magi_bloodlust_duration"	"DURATION:"
"DOTA_Tooltip_ability_ogre_magi_multicast"	"Multicast"
"DOTA_Tooltip_ability_ogre_magi_multicast_Lore"	" Arr, th' big oaf be dumber than a sack o' potatoes, but th' bugger wins battles through pure skill alone."
"DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_mana_cost"	"FIREBLAST RUM INCREASE:"
"DOTA_Tooltip_ability_ogre_magi_multicast_fireblast_cooldown"	"FIREBLAST COOLDOWN REDUCTION:"
"DOTA_Tooltip_ability_ogre_magi_multicast_ignite_aoe"	"IGNITE RADIUS:"
"DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_aoe"	"BLOODLUST RADIUS:"
"DOTA_Tooltip_ability_ogre_magi_multicast_bloodlust_cooldown"	"BLOODLUST COOLDOWN REDUCTION:"
"DOTA_Tooltip_modifier_ogre_magi_bloodlust"	"Bloodlust"
"DOTA_Tooltip_modifier_ogre_magi_ignite"	"Fleshburn"
"DOTA_Tooltip_modifier_ogre_magi_ignite_description"	"Oi, ye blunderin' idiot, yer flesh be burnin'! Takin' damage o'er time an' slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_ability_meepo_earthbind"	"Earthbind"
"DOTA_Tooltip_ability_meepo_earthbind_duration"	"DURATION:"
"DOTA_Tooltip_ability_meepo_earthbind_radius"	"RADIUS:"
"DOTA_Tooltip_ability_meepo_earthbind_tooltip_range"	"RANGE:"
"DOTA_Tooltip_ability_meepo_poof"	"Poof"
"DOTA_Tooltip_ability_meepo_poof_Description"	"Chantin' his voodoo, Meepo can jump t' another Meepo after channelin' fer 1.5 grains o' sand, kickin' up dust an' hurtin' anyone while leavin' an' landin'."
"DOTA_Tooltip_ability_meepo_poof_radius"	"RADIUS:"
"DOTA_Tooltip_ability_meepo_geostrike"	"Landstrike"
"DOTA_Tooltip_ability_meepo_geostrike_Description"	"Meepo enchants his weapon t' be heavy like a rock, slowin' target movin' speed an' deals damage per grain o' sand. Geostrikes from other Meepos stack."
"DOTA_Lobby_coop_bot_Setup"	"CO-OP DUMMY RIGGINGS"
"DOTA_Tooltip_modifier_meepo_earthbind"	"Earthbind"
"DOTA_Tooltip_modifier_meepo_earthbind_Description"	"Arr, caught in Meepo's net; can't be movin' or blinkin'."
"DOTA_Tooltip_modifier_meepo_geostrike_debuff"	"Landstrike"
"DOTA_Tooltip_modifier_meepo_geostrike_debuff_Description"	"Slowed an' takin' bits o' damage."
"DOTA_Hero_Selection_LoadoutTitle"	"%s1 - %s2"
"DOTA_ToolTip_Damage_HP_Removal"	"LP Purge"
"dota_hud_error_cant_cast_on_considered_hero"	"Arr, Can't Target Creep Admirals"
"dota_hud_error_target_has_disable_help"	"Target be Rejectin' All Reinforcements"
"econ_new_items_title"	"NEW LOOT AHOY!"
"econ_tool_desc_title"	"CHANGE DESCRIPTION"
"econ_tool_desc_label"	"Current Description:"
"econ_tool_name_title"	"CHANGE TITLE"
"econ_tool_name_label"	"Current Title:"
"econ_store_title"	"MARKET"
"econ_loadout_title"	"ARMORY"
"econ_workshop_title"	"WORKSHOP"
"DOTA_StatTooltip_Buyback_Ready"	"Ready t' Return"
"DOTA_StatTooltip_Buyback_Cooldown"	"Return in %s1"
"DOTA_Tooltip_ability_life_stealer_open_wounds_duration"	"DURATION:"
"DOTA_Tooltip_ability_leshrac_diabolic_edict_num_explosions"	"EXPLOSIONS:"
"DOTA_Tooltip_ability_morphling_morph_agi_bonus_attributes"	"BONUS NIMBLENESS:"
"DOTA_Tooltip_ability_morphling_morph_str_bonus_attributes"	"BONUS MIGHT:"
"DOTA_Tooltip_ability_kunkka_torrent_radius"	"RADIUS:"
"DOTA_Tooltip_ability_lone_druid_rabid_rabid_duration"	"DURATION:"
"DOTA_Tooltip_ability_lone_druid_true_form_battle_cry_cry_duration"	"DURATION:"
"DOTA_Tooltip_ability_meepo_divided_we_stand"	"Divided We Stand"
"DOTA_Tooltip_ability_meepo_divided_we_stand_tooltip_clones"	"NUMBER O' MEEPOES:"
"ui_teammatchmaking"	"Crew Brawlfindin'"
"ui_teammatchmaking_status_desc"	"Waitin' fer crew members to enter crew brawlfindin'..."
"join_error_in_team_party"	"Arr, ye'll have to go 'bout disbandin' yer current crew party before ye can join any practice battles."
"DOTA_Tooltip_modifier_lycan_howl_aura"	"Howlin' Aura"
"DOTA_Tooltip_modifier_lycan_howl_aura_Description"	"Applyin' Howlin' t' scallywags o' yours."
"DOTA_Hero_Selection_Tooltip_FullDeck"	"GRID VIEWPORT (CTRL)"
"dota_profile_mini_team_party"	"CREWMATES"
"dota_profile_heroes_played"	"ADMIRALS YE'VE BEEN"
"dota_pb_title"	"PERFORMANCE"
"dota_chat_team_tab"	"Crew"
"DOTA_DisbandTeamButton"	"Disband"
"DOTA_Team_Created"	"BE MADE"
"DOTA_Team_Invite_Accepted_Desc"	"New crew members'll appear in th' 'Manage Crew' area under th' CREW tab."
"DOTA_TeamMatchmake_AlreadyMatch"	"Yer crew already be in a match."
"DOTA_TeamMatchmake_AlreadyFinding"	"Yer crew already be scourin' fer a battle."
"DOTA_TeamMatchmake_Full"	"Th' crew be full already."
"DOTA_TeamMatchmake_FailAdd"	"Couldn't add ye t' th' crew."
"DOTA_TeamMatchmake_FailAddCurrent"	"Couldn't add ye t' th' current crew."
"DOTA_TeamMatchmake_FailedTeamMember"	"Failed to get scallywag information."
"DOTA_TeamMatchmake_AlreadyGame"	"Can't begin scourin' fer another battle just yet, ye already be in th' midst of a battle!"
"DOTA_TeamMatchmake_FailGetParty"	"Arr, couldn't get current crew."
"dota_hud_error_cant_shop_auto_buy_enabled"	"Ye can't go about shoppin' when ye be set t' auto-buy"
"dota_create_team_error_no_logo"	"Don't ye want a crew flag? Ye didn't set one yet! Please set one now."
"GameUI_Disconnected"	"Departed from Port"
"GameUI_Disconnect_ServerInfoOverflow"	"Info data overflow"
"GameUI_Disconnect_TickMessage"	"Error writin' tick message"
"GameUI_Disconnect_StringTableMessage"	"Error writin' string table update message"
"GameUI_Disconnect_DeltaEntMessage"	"Error writing delta entities message"
"GameUI_Disconnect_TempEntMessage"	"Error writin' temp entities message"
"GameUI_Disconnect_SoundsMessage"	"Error writin' game sounds message"
"GameUI_Disconnect_SnapshotOverflow"	"Error reliable snapshot overflow"
"GameUI_Disconnect_SnapshotError"	"Error sendin' snapshot"
"GameUI_Disconnect_ReliableOverflow"	"Error reliable buffer overflow"
"GameUI_Disconnect_BadClientDeltaTick"	"Arr, yer delta ticks be out o' order."
"GameUI_Disconnect_NoMoreSplits"	"No more split screen slots"
"GameUI_Disconnect_Disconnected"	"Departed"
"GameUI_Disconnect_ReliableChannelOverflow"	"Overflow'd reliable channel"
"GameUI_Disconnect_LeavingSplit"	"Leavin' splitscreen"
"GameUI_Disconnect_DifferentClassTables"	"Port be usin' diff'rent class tables, whatever that is"
"GameUI_Disconnect_ConnectionClosing"	"Connection closing"
"GameUI_Disconnect_ConnectionLost"	"Arr, we lost connection, Cap'n"
"GameUI_Disconnect_BadRelayPassword"	"Foul relay watchword"
"GameUI_Disconnect_BadSpectatorPassword"	"Foul lookout watchword"
"GameUI_Disconnect_HLTVRestricted"	"SourceTV server be restrict'd t' local spectators (class C)"
"GameUI_Disconnect_HLTVUnavailable"	"No SourceTV relay be available Capt'n"
"GameUI_Disconnect_HLTVStop"	"SourceTV stop"
"GameUI_Disconnect_Kicked"	"Thrown Overboard"
"GameUI_Disconnect_BanAdded"	"Sent into exile"
"GameUI_Disconnect_KickBanAdded"	"booted and exiled"
"GameUI_Disconnect_SteamIDBanned"	"Arrr! STEAM UserID be exiled"
"GameUI_Disconnect_SteamIDInUse"	"Arrr! STEAM UserID already be in use fer this port"
"GameUI_Disconnect_SteamLogon"	"No Steam logon"
"GameUI_Disconnect_SteamInUse"	"Arrr! This Steam account be used in another location!"
"GameUI_Disconnect_SteamOwnership"	"Arrrr! This Steam ship dun 'ave th' adventure Capt'n!\nPlease set sail wit' th' correct Steam ship!"
"GameUI_Disconnect_SteamVAC"	"VAC bann'd from th' secure port"
"GameUI_Disconnect_SteamTicket"	"Invalid STEAM UserID Ticket"
"DOTA_Chat_Random"	"%s1, in a drunken stupor, blindly chose %s2"
"DOTA_Chat_RD_YourTurn"	"%s1's turn t' pick"
"DOTA_MiniKillcam_Wielding"	"%s1 be wieldin':"
"DOTA_Tooltip_ability_warlock_fatal_bonds_duration"	"DURATION:"
"ui_teammatchmaking_view_team_button"	"See Crew"
"DOTA_Tooltip_modifier_luna_lunar_blessing_aura"	"Lunar Blessin'"
"DOTA_Tooltip_modifier_luna_lunar_blessing_aura_Description"	"Raisin' damage by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
"DOTA_Hero_Selection_PipTooltip_Carry"	"Carry"
"DOTA_Hero_Selection_PipTooltip_Disabler"	"Disabler"
"DOTA_Hero_Selection_PipTooltip_Initiator"	"Rumble Starter"
"DOTA_Hero_Selection_PipTooltip_Jungler"	"Jungler"
"DOTA_Hero_Selection_PipTooltip_Carry_Sub"	"Be better as th' battle drags on. That is, if they manage t' scrounge up sacks full o' coin."
"DOTA_Hero_Selection_PipTooltip_LaneSupport_Sub"	"Be kind 'nuff t' help early on, protectin' yer carry an' allowin' 'em t' farm in peace."
"DOTA_Hero_Selection_PipTooltip_Initiator_Sub"	"Good at startin' a crew brawl."
"loot_dropped"	"Loot Drop'd"
"DOTA_Chat_Bot_SuggestGlyph"	"Me thinks we should use th' Glyph"
"DOTA_Tooltip_ability_venomancer_plague_ward_ward_hp_tooltip"	"WARD HP:"
"DOTA_Tooltip_ability_venomancer_plague_ward_ward_damage_tooltip"	"WARD DAMAGE:"
"DOTA_Tooltip_ability_luna_lucent_beam_Lore"	" Selemene strikes down those who be foolish 'nuff t' enter th' Nightsilver Woods."
"DOTA_Tooltip_ability_luna_moon_glaive_Lore"	" Sharpened an' vicious, Luna's boomerang-thing weapon cuts through foes like a blade through water."
"DOTA_Tooltip_ability_luna_lunar_blessing_Lore"	" Th' Goddess of th' Moon smiles fondly upon her ilk."
"DOTA_Tooltip_ability_luna_lunar_blessing_bonus_night_vision"	"BONUS NIGHT VISION:"
"DOTA_Tooltip_ability_luna_eclipse_Lore"	" In moments o' desperation, Selemene herself descends onto th' seven seas, purgin' the light an' hope o' th' opposed."
"DOTA_Tooltip_ability_brewmaster_primal_split_duration"	"DURATION:"
"DOTA_Tooltip_modifier_night_stalker_darkness"	"Darkness"
"DOTA_Tooltip_modifier_night_stalker_darkness_Description"	"Brings th' sun down fer a few moments."
"DOTA_Tooltip_modifier_brewmaster_primal_split_duration"	"Primal Split"
"DOTA_Tooltip_modifier_brewmaster_primal_split_duration_Description"	" "
"DOTA_Hero_Selection_PipTooltip_Pusher"	"Pusher"
"DOTA_Hero_Selection_PipTooltip_Support"	"Reinforcement"
"DOTA_Hero_Selection_PipTooltip_Support_Sub"	"Dun need sacks o' coin t' be useful. They be focused on usin' their abilities t' gain an advantage fer their crew."
"DOTA_Workshop_Error_CanGetQuota"	"Can't Get Steam Cloud Quota."
"DOTA_Workshop_Error_CouldntWriteFileToCloud"	"Couldn't write %s1 t' Steam Cloud."
"DOTA_GrabStashItems"	"Grab Stashed Loot"
"npc_dota_hero_undying"	"Undyin'"
"npc_dota_unit_tombstone1"	"Tombstone"
"npc_dota_unit_tombstone2"	"Tombstone"
"npc_dota_unit_tombstone3"	"Tombstone"
"npc_dota_unit_tombstone4"	"Tombstone"
"npc_dota_unit_undying_zombie"	"Undyin' Zombie"
"DOTA_Tooltip_ability_visage_grave_chill"	"Grave Chill"
"DOTA_Tooltip_ability_visage_grave_chill_Description"	"Visage drains th' movement an' attack speed o' th' target'd unit, gainin' it fer itself."
"DOTA_Tooltip_ability_visage_grave_chill_chill_duration"	"DURATION:"
"DOTA_Tooltip_ability_visage_soul_assumption"	"Soul Assumption"
"DOTA_Tooltip_ability_visage_soul_assumption_soul_base_damage"	"BASE DAMAGE:"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak"	"Gravekeeper's Cloak"
"DOTA_Tooltip_ability_visage_gravekeepers_cloak_max_layers"	"MAX LAYERS:"
"DOTA_Tooltip_ability_undying_decay"	"Decay"
"DOTA_Tooltip_ability_undying_decay_Lore"	" Th' might o' th' livin' be nothin' more than' stealin' from th' dead."
"DOTA_Tooltip_ability_undying_decay_str_steal"	"STRENGTH STEAL:"
"DOTA_Tooltip_ability_undying_soul_rip"	"Soul Rip"
"DOTA_Tooltip_ability_undying_soul_rip_damage_per_unit"	"DAMAGE/HEAL PER UNIT:"
"DOTA_Tooltip_ability_undying_soul_rip_max_units"	"MAX UNITS:"
"DOTA_Tooltip_ability_undying_tombstone"	"Tombstone"
"DOTA_Tooltip_ability_undying_tombstone_Description"	"Conjures a tombstone at th' target coordinate. Zombies'll continue t' spawn next t' every foe in th' region 'round th' Tombstone, an' attack 'em. Zombies have th' Deathlust skill, which causes their attacks t' slow th' target foe, an' if th' target reaches below a certain amount of life, raises th' attack and' move speed o' th' zombie."
"DOTA_Tooltip_ability_undying_tombstone_Lore"	" Dirge calls fer 'is fallen brothers-in-arms t' fight fer th' Dead God."
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike"	"Deathlust"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_Description"	"Slows enemy units on attack. If th' attacked unit's life dips below th' threshold, th' zombie gains a boost in move an' attack speed."
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_duration"	"SLOW DURATION:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_slow"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_undying_tombstone_zombie_deathstrike_bonus_speed"	"%BONUS SPEED:"
"DOTA_Tooltip_ability_undying_flesh_golem"	"Flesh Golem"
"DOTA_Tooltip_ability_undying_flesh_golem_Lore"	" Th' sinew of th' recently deceased adds power t' Dirge's plague."
"DOTA_Tooltip_ability_undying_flesh_golem_duration"	"DURATION:"
"DOTA_Tooltip_ability_undying_flesh_golem_max_damage_amp"	"%MAX DAMAGE AMP:"
"DOTA_Tooltip_ability_undying_flesh_golem_death_heal"	"%DEATH HEAL (ADMIRALS):"
"DOTA_Tooltip_modifier_phantom_lancer_juxtapose_illusion"	"Phantom"
"DOTA_Tooltip_modifier_undying_decay_buff"	"Decay"
"DOTA_Tooltip_modifier_undying_decay_debuff"	"Decay"
"DOTA_Tooltip_modifier_undying_decay_debuff_Description"	"Losin' 4 strength."
"DOTA_Hero_Selection_ComboBox_Title_Role"	"By Role"
"DOTA_Hero_Selection_ComboBox_Title_Attack"	"By Attack type"
"DOTA_Hero_Selection_ComboBox_Title_ByMine"	"By Stats"
"DOTA_Hero_Selection_ComboBox_Title_Clear"	"Wipe Filter"
"DOTA_Hero_Selection_AdvFilter_Disabler"	"Disabler"
"DOTA_Hero_Selection_AdvFilter_LaneSupport"	"Lane Reinforcement"
"DOTA_Hero_Selection_AdvFilter_Jungler"	"Jungler"
"DOTA_Hero_Selection_Msg_Title"	"NARY AN ADMIRAL FOUND"
"DOTA_Hero_Selection_Msg_Desc_Base"	"Arr, nary an admiral matches th' filters ye've pick'd. Try gettin' rid o' one o' yer filters."
"DOTA_Hero_Selection_Msg_Desc_Suggestions"	"Here ye'd be able t' see admirals that other scallywags in yer crew suggest ye play as. That is, if any had been suggested. T' suggest an admiral t' th' other members o' yer crew, click on th' Suggest Admiral flag. Ye can suggest up t' two admirals at a time. No more, mate."
"DOTA_TeamMatchmake_Fail_Header"	"Crew Brawlfindin' Failed"
"DOTA_No_Courier"	"NARY A COURIER"
"GC_Network_Full"	"Dota 2 network be currently full."
"GC_Queue_Position"	"Spot in queue: %s1"
"GC_Wait_Time"	"Waitin' time: %s1"
"GC_Wait_Time_Unknown"	"Ain't Known"
"DOTA_GoodGuysCaps"	"TH' RADIANT"
"DOTA_BadGuysCaps"	"TH' DIRE"
"npc_dota_hero_rubick"	"Rubick"
"DOTA_Tooltip_ability_rubick_telekinesis"	"Telekinesis"
"DOTA_Tooltip_ability_rubick_telekinesis_Description"	"Rubick uses his telekinetic powers t' lift th' foe high int' th' sky, just briefly, an' then hurls 'em back t' th' land. Th' target pounds th' land with a mighty blow, which stuns any nearby foes."
"DOTA_Tooltip_ability_rubick_telekinesis_Lore"	" E'en th' Grandest Magus likes t' use 'is powers fer entertainment. Like dancin' water!"
"DOTA_Tooltip_ability_rubick_telekinesis_lift_duration"	"LIFT DURATION:"
"DOTA_Tooltip_ability_rubick_telekinesis_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_rubick_telekinesis_land"	"Telekinesis Land"
"DOTA_Tooltip_ability_rubick_telekinesis_land_Description"	"Chooses th' coordinates th' target'll land when Telekinesis ends."
"DOTA_Tooltip_ability_rubick_telekinesis_land_Lore"	" "
"DOTA_Tooltip_ability_rubick_fade_bolt"	"Fade Bolt"
"DOTA_Tooltip_ability_rubick_fade_bolt_Description"	"Rubick forms a powerful stream o' voodoo energy that travels between foes, dealin' damage an' lowrin' their attack damage. Each jump deals less damage than th' last."
"DOTA_Tooltip_ability_rubick_fade_bolt_Lore"	" Rubick's preferred magick fer doin' away with' would-be assassins be rather a simple trick."
"DOTA_Tooltip_ability_rubick_fade_bolt_damage"	"DAMAGE:"
"DOTA_Tooltip_ability_rubick_fade_bolt_duration"	"DEBUFF DURATION:"
"DOTA_Tooltip_ability_rubick_fade_bolt_hero_attack_damage_reduction"	"ADMIRAL DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_rubick_fade_bolt_creep_attack_damage_reduction"	"CREEP DAMAGE REDUCTION:"
"DOTA_Tooltip_ability_rubick_null_field"	"Devilry Denial"
"DOTA_Tooltip_ability_rubick_null_field_Lore"	" Arr, not ev'ry magus be a Grand Magus..."
"DOTA_Tooltip_ability_rubick_null_field_magic_damage_reduction_pct"	"%MAGIC RESISTANCE:"
"DOTA_Tooltip_ability_rubick_spell_steal"	"Spell Steal"
"DOTA_Tooltip_ability_rubick_spell_steal_Lore"	" ...but they make some bloody useful spells."
"DOTA_Tooltip_ability_rubick_spell_steal_duration"	"DURATION:"
"DOTA_Tooltip_modifier_rubick_telekinesis"	"Telekinesis"
"DOTA_Tooltip_modifier_rubick_fade_bolt_debuff"	"Fade Bolt"
"DOTA_Tooltip_modifier_rubick_fade_bolt_debuff_Description"	"Attack Damage weakened by %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."
"DOTA_Tooltip_modifier_rubick_null_field_effect"	"Null Field"
"DOTA_Tooltip_modifier_rubick_spell_steal"	"Spell Steal"
"DOTA_Tooltip_modifier_rubick_spell_steal_Description"	"'as thieved a spell."
"DOTA_Hero_Selection_Btn_Suggest_On"	"ADVISE ADMIRAL"
"DOTA_Hero_Selection_Btn_Suggest_Off"	"UNADVISE ADMIRAL"
"dota_watch_live_tab"	"LIVE BATTLES"
"dota_watch_recent_tab"	"RECENT BATTLES"
"dota_no_live_games"	"Nary a Battle Underway"
"dota_no_live_games_desc"	"Arr, thar be no live battles bein' plunder'd at th' moment."
"dota_match_details_brief"	"DETAILS"
"DOTA_Matchmaking_Header"	"Brawlfindin'"
"DOTA_Matchmaking_Message"	"Avast! Two giant squids be attackin' th' harbor! Brawlfindin' an' practice lobbies be closed off 'til this be settled."
"dota_hud_error_cant_steal_spell"	"Can't rob this 'ere spell"
"DOTA_RP_PLAYING_OTHER"	"Plunderin' Other Adventure"
"DOTA_Chat_DropRateBonus"	"%s1 boosts th' <font color='#FFD700'>Battle Tallys</font> earned by all scallywags in this battle by <b><font color='#FFD700'>%s2%</font></b>!"
"npc_dota_hero_disruptor"	"Disruptor"
"npc_dota_hero_nyx_assassin"	"Nyx Assassin"
"DOTA_Tooltip_ability_ogre_magi_fireblast_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_ogre_magi_unrefined_fireblast"	"Unrefined Fireblast"
"DOTA_Tooltip_ability_ogre_magi_unrefined_fireblast_Lore"	"Th' 'who-drank-my-rum' argument between 'imself be solved by simply drinkin' at th' same time. Also applies t' spells."
"DOTA_Tooltip_ability_ogre_magi_unrefined_fireblast_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_disruptor_thunder_strike"	"Thunder Strike"
"DOTA_Tooltip_ability_disruptor_glimpse"	"Glimpse"
"DOTA_Tooltip_ability_disruptor_glimpse_Description"	"Teleports th' target admiral back t' where they be at 4 ticks ago. Instantly snuffs th' illusions."
"DOTA_Tooltip_ability_disruptor_kinetic_field"	"Kinetic Field"
"DOTA_Tooltip_ability_disruptor_kinetic_field_Description"	"After th' formation time be done, crafts a orb-like barrier o' kinetic energy that foes can't pass. What be a \"kinetic\"?"
"DOTA_Tooltip_ability_disruptor_kinetic_field_duration"	"DURATION:"
"DOTA_Tooltip_ability_disruptor_static_storm"	"Static Storm"
"DOTA_Tooltip_ability_disruptor_static_storm_damage_max"	"MAX DAMAGE PER GRAIN:"
"DOTA_Tooltip_ability_disruptor_static_storm_duration"	"DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_impale"	"Impale"
"DOTA_Tooltip_ability_nyx_assassin_impale_Description"	"Rock spikes burst from th' land along a straighten'd path. Foes are hurl'd towards th' heavens, then're stunn'd an' take damage upon returnin' t' earth."
"DOTA_Tooltip_ability_nyx_assassin_impale_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_mana_burn"	"Rum Burn"
"DOTA_Tooltip_ability_nyx_assassin_mana_burn_Description"	"Ravages th' target hero's rum equal t' a rate o' its Wits, an' deals damage equal t' th' rum burn'd."
"DOTA_Tooltip_ability_nyx_assassin_mana_burn_Lore"	" Th' secret book o' Ultimyr tells th' tale o' one scarab consumin' th' mind o' lesser bein's."
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace"	"Spiked Carapace"
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_Lore"	" Arr, while their carapace be paper-thin, it be full o' vicious spikes that bloody well hurt!"
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_reflect_duration"	"REFLECT DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_spiked_carapace_stun_duration"	"STUN DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_vendetta"	"Vendetta"
"DOTA_Tooltip_ability_nyx_assassin_vendetta_Lore"	" Th' scarab murders not fer 'imself, but fer 'is queen."
"DOTA_Tooltip_ability_nyx_assassin_vendetta_duration"	"DURATION:"
"DOTA_Tooltip_ability_nyx_assassin_vendetta_movement_speed"	"%MOVEMENT SPEED:"
"DOTA_Tooltip_ability_nyx_assassin_vendetta_bonus_damage"	"BONUS DAMAGE:"
"DOTA_Tooltip_modifier_disruptor_thunder_strike"	"Thunder Strike"
"DOTA_Tooltip_modifier_disruptor_thunder_strike_Description"	"Takin' damage o'er time"
"DOTA_Tooltip_modifier_disruptor_static_storm"	"Static Storm"
"DOTA_Tooltip_modifier_disruptor_static_storm_Description"	"Muted"
"DOTA_Tooltip_modifier_nyx_assassin_impale"	"Impale"
"DOTA_Tooltip_modifier_nyx_assassin_spiked_carapace"	"Spiked Carapace"
"DOTA_Tooltip_modifier_nyx_assassin_spiked_carapace_Description"	"Th' next scallywag-owned damage'll be reflect'd, damagin' and stunnin' th' admiral that caused it."
"DOTA_Tooltip_modifier_nyx_assassin_vendetta"	"Vendetta"
"DOTA_Tooltip_modifier_nyx_assassin_vendetta_Description"	"Movin' %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% faster an' phased. Next strike will deal bonus damage."
"DOTA_Hero_Selection_Filter_Disabler"	"DISABLER"
"DOTA_Hero_Selection_Filter_Jungler"	"JUNGLER"
"chat_join_channel"	"JOIN PARLEY CHANNEL"
"chat_create_channel"	"CRAFT NEW PARLEY CHANNEL"
"chat_create_channel_desc"	"Scribble in a custom channel title"
"chat_create_channel_button"	"CRAFT NEW CHANNEL"
"confirm_create_channel_button"	"ASSEMBLE"
"chat_custom_channels"	"CUSTOM"
"chat_regional_channels"	"SEAS"
"matchmaking_account_disabled"	"Avast ye! Other be sprogs shoutin' at ye t' piss off, so th' Cap'n won't let ye enter th' parley or join battles fer %s1"
"DOTA_InviteDenied_Header"	"Recruitment Denied"
"DOTA_InviteDenied_Message"	"Avast! Ye dun 'ave th' Cap'ns permission t' recruit scallywags an' craft a party."
"DOTA_PartyFull_Header"	"Party"
"DOTA_PartyFull_Message"	"Yer party be full."
"DOTA_RP_ACCOUNT_DISABLED"	"Brawlfindin' Turn'd Off fer a Moment"
"DOTA_PageUnavailable"	"Arr, We Be Under Siege By Giant Squids!"
"DOTA_PageUnavailableExplanation"	"Arr, we 'ave some men toilin' away t' fix this...<br>Why not queue up t' battle instead?"
"ItemTypeDesc"	"Level %s1 %s2"
"ItemTypeDescNoLevel"	"Level %s1"
"ItemTypeDescKillEaterAlt"	"%s2: %s1"
"ItemNameUniqueFormat"	"%s1%s2%s3"
"ItemNameWithQualityFormat"	"%s1 %s2%s3"
"ItemNameCraftNumberFormat"	" #%s1"
"TF_Tag_Category_Misc"	" "
"TF_Tag_Category_Quality"	"Quality"
"TF_Tag_Category_Class"	"Class"
"TF_Tag_Category_Type"	"Kind"
"DOTA_Tag_Category_Hero"	"Admiral"
"Tag_Category_Rarity"	"Rarity"
"DOTA_Game_Modifier"	"! Game Modifier"
"DOTA_OtherType"	"Other"
"EconNotificationsCount"	"x%s1"
"DOTA_EconNotification_Header"	"Notification"
"Econ_Store"	"MARKET"
"Econ_Loadout"	"ARMORY"
"Econ_Workshop"	"WORKSHOP"
"DOTA_Accept"	"Agree"
"DOTA_Decline"	"Belay"
"DOTA_View"	"See"
"DOTA_Ignore"	"Ignore"
"DOTA_HasNewItems_Title"	"Ye got new items!"
"DOTA_BackpackDelete"	"Purge"
"DOTA_BackpackDiscard"	"Toss Overboard"
"DOTA_BackpackNoAction"	"Can't Be Used"
"DOTA_TreasureCache_Type"	"Treasure"
"DOTA_TreasureCache_Desc"	"Ye be needin' a Treasure Key t' open this. Ye can pick one up at the DOTA 2 Market."
"DOTA_Tool_TreasureKey"	"Treasure Key"
"ExpandUse"	"Expand"
"UnlockUse"	"Unlock"
"GiftUse"	"Parcel"
"ToolActionCancel"	"Belay"
"UsingTool"	"Usin' %s1 on %s2."
"ToolUseReminder"	"Remember, bucko, once you've used a tool, it's gone fer good!"
"RenameTool_CurrentName"	"Current Title o' Booty: %s1"
"RenameTool_NewName"	"New Loot Title:"
"RenameTool_Confirm"	"Sure ye wanna rename th' booty t'...'%s1'? Really?"
"RenameTool_Invalid"	"Titles can't be havin' leadin' or trailin' spaces."
"DescTool_CurrentDesc"	"Current Description: %s1"
"DescTool_NewDesc"	"New Description:"
"DescTool_Invalid"	"Oi, descriptions can't 'ave any leadin' or trailin' spaces, ye git."
"DOTA_UseFail_NotInGame"	"Ye 'ave t' be in a battle an' jab yer 'action item' key t' use this."
"DOTA_Gift_Confirm"	"Arr, sure ye wish t' use th' loot found in th' parcel?"
"DOTA_NewItem"	"Arr, New Loot Plunder'd!"
"DOTA_GiftedItems"	"%s1 'as given a parcel t' %s2!"
"DOTA_GifterText_Random"	"%recipient% was chosen t' receive a parcel by a random drunk named %giver%!"
"DOTA_GifterText_All"	"%giver% be hammer'd like a floorboard an' threw parcels ev'rywhere!"
"DOTA_GifterText_SelfOpen"	"%giver% 'as open'd a package!"
"DOTA_GifterText_Title"	"Parcels ev'rywhere!"
"DOTA_UseItem_MiniGameAlreadyStarted"	"Avast! That minigame is already underway."
"DOTA_UseItem_Success"	"Ye used th' loot successfully!"
